"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
436,"20162017","Union",5,"ECAC","Away","Win","Quinnipiac",2,"ECAC"
437,"20162017","St. Lawrence",5,"ECAC","Home","Win","Dartmouth",1,"ECAC"
437,"20162017","Dartmouth",1,"ECAC","Away","Loss","St. Lawrence",5,"ECAC"
438,"20162017","Boston University",2,"Hockey East","Home","Tie","Providence",2,"Hockey East"
438,"20162017","Providence",2,"Hockey East","Away","Tie","Boston University",2,"Hockey East"
439,"20162017","Maine",3,"Hockey East","Home","Loss","New Hampshire",4,"Hockey East"
439,"20162017","New Hampshire",4,"Hockey East","Away","Win","Maine",3,"Hockey East"
440,"20162017","Connecticut",2,"Hockey East","Home","Tie","Massachusetts-Lowell",2,"Hockey East"
440,"20162017","Massachusetts-Lowell",2,"Hockey East","Away","Tie","Connecticut",2,"Hockey East"
441,"20162017","Massachusetts",0,"Hockey East","Home","Loss","Notre Dame",3,"Hockey East"
441,"20162017","Notre Dame",3,"Hockey East","Away","Win","Massachusetts",0,"Hockey East"
442,"20162017","Denver",3,"NCHC","Home","Win","Colorado College",1,"NCHC"
442,"20162017","Colorado College",1,"NCHC","Away","Loss","Denver",3,"NCHC"
443,"20162017","Western Michigan",5,"NCHC","Home","Tie","St. Cloud State",5,"NCHC"
443,"20162017","St. Cloud State",5,"NCHC","Away","Tie","Western Michigan",5,"NCHC"
444,"20162017","Lake Superior",2,"WCHA","Home","Loss","Bowling Green",5,"WCHA"
444,"20162017","Bowling Green",5,"WCHA","Away","Win","Lake Superior",2,"WCHA"
445,"20162017","Minnesota State",5,"WCHA","Home","Tie","Alaska",5,"WCHA"
445,"20162017","Alaska",5,"WCHA","Away","Tie","Minnesota State",5,"WCHA"
446,"20162017","Michigan Tech",2,"WCHA","Home","Win","Bemidji State",1,"WCHA"
446,"20162017","Bemidji State",1,"WCHA","Away","Loss","Michigan Tech",2,"WCHA"
447,"20162017","Alaska-Anchorage",1,"WCHA","Home","Loss","Northern Michigan",4,"WCHA"
447,"20162017","Northern Michigan",4,"WCHA","Away","Win","Alaska-Anchorage",1,"WCHA"
448,"20162017","Alabama-Huntsville",5,"WCHA","Home","Win","Ferris State",3,"WCHA"
448,"20162017","Ferris State",3,"WCHA","Away","Loss","Alabama-Huntsville",5,"WCHA"
449,"20162017","Army",1,"Atlantic Hockey","Home","Loss","Brown",3,"ECAC"
449,"20162017","Brown",3,"ECAC","Away","Win","Army",1,"Atlantic Hockey"
450,"20162017","Arizona State",2,"Independent","Home","Loss","Colgate",3,"ECAC"
450,"20162017","Colgate",3,"ECAC","Away","Win","Arizona State",2,"Independent"
451,"20162017","Cornell",2,"ECAC","Home","Win","Miami",1,"NCHC"
451,"20162017","Miami",1,"NCHC","Away","Loss","Cornell",2,"ECAC"
452,"20162017","North Dakota",4,"NCHC","Neutral","Win","Boston College",3,"Hockey East"
452,"20162017","Boston College",3,"Hockey East","Neutral","Loss","North Dakota",4,"NCHC"
453,"20162017","Wisconsin",4,"Big Ten","Home","Loss","Nebraska-Omaha",7,"NCHC"
453,"20162017","Nebraska-Omaha",7,"NCHC","Away","Win","Wisconsin",4,"Big Ten"
454,"20162017","Alabama-Huntsville",1,"WCHA","Home","Loss","Ferris State",3,"WCHA"
454,"20162017","Ferris State",3,"WCHA","Away","Win","Alabama-Huntsville",1,"WCHA"
455,"20162017","Boston College",5,"Hockey East","Home","Win","Northeastern",3,"Hockey East"
455,"20162017","Northeastern",3,"Hockey East","Away","Loss","Boston College",5,"Hockey East"
456,"20162017","Air Force",2,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
456,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Air Force",2,"Atlantic Hockey"
457,"20162017","Army",4,"Atlantic Hockey","Home","Win","Holy Cross",2,"Atlantic Hockey"
457,"20162017","Holy Cross",2,"Atlantic Hockey","Away","Loss","Army",4,"Atlantic Hockey"
458,"20162017","Bentley",4,"Atlantic Hockey","Home","Win","Robert Morris",3,"Atlantic Hockey"
458,"20162017","Robert Morris",3,"Atlantic Hockey","Away","Loss","Bentley",4,"Atlantic Hockey"
459,"20162017","Sacred Heart",3,"Atlantic Hockey","Home","Loss","Mercyhurst",5,"Atlantic Hockey"
459,"20162017","Mercyhurst",5,"Atlantic Hockey","Away","Win","Sacred Heart",3,"Atlantic Hockey"
460,"20162017","Michigan State",2,"Big Ten","Home","Loss","Minnesota",4,"Big Ten"
460,"20162017","Minnesota",4,"Big Ten","Away","Win","Michigan State",2,"Big Ten"
461,"20162017","Michigan",4,"Big Ten","Home","Loss","Wisconsin",7,"Big Ten"
461,"20162017","Wisconsin",7,"Big Ten","Away","Win","Michigan",4,"Big Ten"
462,"20162017","Brown",1,"ECAC","Home","Loss","Union",3,"ECAC"
462,"20162017","Union",3,"ECAC","Away","Win","Brown",1,"ECAC"
463,"20162017","Princeton",5,"ECAC","Home","Win","Quinnipiac",3,"ECAC"
463,"20162017","Quinnipiac",3,"ECAC","Away","Loss","Princeton",5,"ECAC"
464,"20162017","St. Lawrence",3,"ECAC","Home","Win","Clarkson",1,"ECAC"
464,"20162017","Clarkson",1,"ECAC","Away","Loss","St. Lawrence",3,"ECAC"
465,"20162017","Yale",7,"ECAC","Home","Win","Rensselaer",3,"ECAC"
465,"20162017","Rensselaer",3,"ECAC","Away","Loss","Yale",7,"ECAC"
466,"20162017","Connecticut",3,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
466,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Connecticut",3,"Hockey East"
467,"20162017","Massachusetts-Lowell",4,"Hockey East","Home","Win","Merrimack",1,"Hockey East"
467,"20162017","Merrimack",1,"Hockey East","Away","Loss","Massachusetts-Lowell",4,"Hockey East"
468,"20162017","Vermont",4,"Hockey East","Home","Win","Boston University",2,"Hockey East"
468,"20162017","Boston University",2,"Hockey East","Away","Loss","Vermont",4,"Hockey East"
469,"20162017","Denver",4,"NCHC","Home","Win","Minnesota-Duluth",3,"NCHC"
469,"20162017","Minnesota-Duluth",3,"NCHC","Away","Loss","Denver",4,"NCHC"
470,"20162017","Miami",1,"NCHC","Home","Tie","Colorado College",1,"NCHC"
470,"20162017","Colorado College",1,"NCHC","Away","Tie","Miami",1,"NCHC"
471,"20162017","St. Cloud State",1,"NCHC","Home","Loss","Nebraska-Omaha",3,"NCHC"
471,"20162017","Nebraska-Omaha",3,"NCHC","Away","Win","St. Cloud State",1,"NCHC"
472,"20162017","North Dakota",5,"NCHC","Home","Win","Western Michigan",1,"NCHC"
472,"20162017","Western Michigan",1,"NCHC","Away","Loss","North Dakota",5,"NCHC"
473,"20162017","Bowling Green",1,"WCHA","Home","Loss","Michigan Tech",3,"WCHA"
473,"20162017","Michigan Tech",3,"WCHA","Away","Win","Bowling Green",1,"WCHA"
474,"20162017","Bemidji State",1,"WCHA","Home","Tie","Lake Superior",1,"WCHA"
474,"20162017","Lake Superior",1,"WCHA","Away","Tie","Bemidji State",1,"WCHA"
475,"20162017","Ferris State",3,"WCHA","Home","Win","Minnesota State",0,"WCHA"
475,"20162017","Minnesota State",0,"WCHA","Away","Loss","Ferris State",3,"WCHA"
476,"20162017","Northern Michigan",1,"WCHA","Home","Loss","Alabama-Huntsville",4,"WCHA"
476,"20162017","Alabama-Huntsville",4,"WCHA","Away","Win","Northern Michigan",1,"WCHA"
477,"20162017","Alaska",2,"WCHA","Home","Loss","Alaska-Anchorage",3,"WCHA"
477,"20162017","Alaska-Anchorage",3,"WCHA","Away","Win","Alaska",2,"WCHA"
478,"20162017","Maine",5,"Hockey East","Home","Win","American International",3,"Atlantic Hockey"
478,"20162017","American International",3,"Atlantic Hockey","Away","Loss","Maine",5,"Hockey East"
479,"20162017","RIT",1,"Atlantic Hockey","Home","Loss","Providence",5,"Hockey East"
479,"20162017","Providence",5,"Hockey East","Away","Win","RIT",1,"Atlantic Hockey"
480,"20162017","Air Force",4,"Atlantic Hockey","Home","Win","Niagara",0,"Atlantic Hockey"
480,"20162017","Niagara",0,"Atlantic Hockey","Away","Loss","Air Force",4,"Atlantic Hockey"
481,"20162017","Bentley",1,"Atlantic Hockey","Home","Loss","Robert Morris",4,"Atlantic Hockey"
481,"20162017","Robert Morris",4,"Atlantic Hockey","Away","Win","Bentley",1,"Atlantic Hockey"
482,"20162017","Holy Cross",1,"Atlantic Hockey","Home","Loss","Army",8,"Atlantic Hockey"
482,"20162017","Army",8,"Atlantic Hockey","Away","Win","Holy Cross",1,"Atlantic Hockey"
483,"20162017","Sacred Heart",3,"Atlantic Hockey","Home","Win","Mercyhurst",2,"Atlantic Hockey"
483,"20162017","Mercyhurst",2,"Atlantic Hockey","Away","Loss","Sacred Heart",3,"Atlantic Hockey"
484,"20162017","Michigan State",2,"Big Ten","Home","Loss","Minnesota",4,"Big Ten"
484,"20162017","Minnesota",4,"Big Ten","Away","Win","Michigan State",2,"Big Ten"
485,"20162017","Michigan",4,"Big Ten","Home","Win","Wisconsin",1,"Big Ten"
485,"20162017","Wisconsin",1,"Big Ten","Away","Loss","Michigan",4,"Big Ten"
486,"20162017","Brown",6,"ECAC","Home","Win","Rensselaer",3,"ECAC"
486,"20162017","Rensselaer",3,"ECAC","Away","Loss","Brown",6,"ECAC"
487,"20162017","Quinnipiac",1,"ECAC","Home","Loss","Princeton",4,"ECAC"
487,"20162017","Princeton",4,"ECAC","Away","Win","Quinnipiac",1,"ECAC"
488,"20162017","Yale",3,"ECAC","Home","Loss","Union",5,"ECAC"
488,"20162017","Union",5,"ECAC","Away","Win","Yale",3,"ECAC"
489,"20162017","Merrimack",1,"Hockey East","Home","Loss","Massachusetts-Lowell",5,"Hockey East"
489,"20162017","Massachusetts-Lowell",5,"Hockey East","Away","Win","Merrimack",1,"Hockey East"
490,"20162017","Notre Dame",3,"Hockey East","Home","Win","Boston College",2,"Hockey East"
490,"20162017","Boston College",2,"Hockey East","Away","Loss","Notre Dame",3,"Hockey East"
491,"20162017","Vermont",0,"Hockey East","Home","Loss","Boston University",4,"Hockey East"
491,"20162017","Boston University",4,"Hockey East","Away","Win","Vermont",0,"Hockey East"
492,"20162017","Denver",1,"NCHC","Home","Loss","Minnesota-Duluth",3,"NCHC"
492,"20162017","Minnesota-Duluth",3,"NCHC","Away","Win","Denver",1,"NCHC"
493,"20162017","Miami",3,"NCHC","Home","Win","Colorado College",2,"NCHC"
493,"20162017","Colorado College",2,"NCHC","Away","Loss","Miami",3,"NCHC"
494,"20162017","St. Cloud State",4,"NCHC","Home","Win","Nebraska-Omaha",2,"NCHC"
494,"20162017","Nebraska-Omaha",2,"NCHC","Away","Loss","St. Cloud State",4,"NCHC"
495,"20162017","North Dakota",1,"NCHC","Home","Loss","Western Michigan",3,"NCHC"
495,"20162017","Western Michigan",3,"NCHC","Away","Win","North Dakota",1,"NCHC"
496,"20162017","Bowling Green",1,"WCHA","Home","Loss","Michigan Tech",2,"WCHA"
496,"20162017","Michigan Tech",2,"WCHA","Away","Win","Bowling Green",1,"WCHA"
497,"20162017","Bemidji State",3,"WCHA","Home","Win","Lake Superior",2,"WCHA"
497,"20162017","Lake Superior",2,"WCHA","Away","Loss","Bemidji State",3,"WCHA"
498,"20162017","Ferris State",2,"WCHA","Home","Loss","Minnesota State",3,"WCHA"
498,"20162017","Minnesota State",3,"WCHA","Away","Win","Ferris State",2,"WCHA"
499,"20162017","Northern Michigan",1,"WCHA","Home","Loss","Alabama-Huntsville",3,"WCHA"
499,"20162017","Alabama-Huntsville",3,"WCHA","Away","Win","Northern Michigan",1,"WCHA"
500,"20162017","Alaska",3,"WCHA","Home","Win","Alaska-Anchorage",1,"WCHA"
500,"20162017","Alaska-Anchorage",1,"WCHA","Away","Loss","Alaska",3,"WCHA"
501,"20162017","Dartmouth",5,"ECAC","Home","Win","New Hampshire",1,"Hockey East"
501,"20162017","New Hampshire",1,"Hockey East","Away","Loss","Dartmouth",5,"ECAC"
502,"20162017","Maine",7,"Hockey East","Home","Win","American International",2,"Atlantic Hockey"
502,"20162017","American International",2,"Atlantic Hockey","Away","Loss","Maine",7,"Hockey East"
503,"20162017","RIT",1,"Atlantic Hockey","Home","Loss","Providence",3,"Hockey East"
503,"20162017","Providence",3,"Hockey East","Away","Win","RIT",1,"Atlantic Hockey"
504,"20162017","American International",2,"Atlantic Hockey","Home","Loss","Arizona State",3,"Independent"
504,"20162017","Arizona State",3,"Independent","Away","Win","American International",2,"Atlantic Hockey"
505,"20162017","Boston University",5,"Hockey East","Home","Win","Yale",2,"ECAC"
505,"20162017","Yale",2,"ECAC","Away","Loss","Boston University",5,"Hockey East"
506,"20162017","Princeton",4,"ECAC","Home","Win","Massachusetts",3,"Hockey East"
506,"20162017","Massachusetts",3,"Hockey East","Away","Loss","Princeton",4,"ECAC"
507,"20162017","Alaska",3,"WCHA","Home","Win","Bowling Green",2,"WCHA"
507,"20162017","Bowling Green",2,"WCHA","Away","Loss","Alaska",3,"WCHA"
508,"20162017","Princeton",6,"ECAC","Home","Win","Minnesota State",1,"WCHA"
508,"20162017","Minnesota State",1,"WCHA","Away","Loss","Princeton",6,"ECAC"
509,"20162017","Massachusetts",1,"Hockey East","Home","Loss","Arizona State",4,"Independent"
509,"20162017","Arizona State",4,"Independent","Away","Win","Massachusetts",1,"Hockey East"
510,"20162017","Minnesota-Duluth",1,"NCHC","Home","Tie","Bemidji State",1,"WCHA"
510,"20162017","Bemidji State",1,"WCHA","Away","Tie","Minnesota-Duluth",1,"NCHC"
511,"20162017","Robert Morris",3,"Atlantic Hockey","Home","Loss","Mercyhurst",4,"Atlantic Hockey"
511,"20162017","Mercyhurst",4,"Atlantic Hockey","Away","Win","Robert Morris",3,"Atlantic Hockey"
512,"20162017","Alaska",3,"WCHA","Home","Loss","Bowling Green",6,"WCHA"
512,"20162017","Bowling Green",6,"WCHA","Away","Win","Alaska",3,"WCHA"
513,"20162017","Bemidji State",1,"WCHA","Home","Loss","Minnesota-Duluth",2,"NCHC"
513,"20162017","Minnesota-Duluth",2,"NCHC","Away","Win","Bemidji State",1,"WCHA"
514,"20162017","Princeton",4,"ECAC","Home","Loss","Minnesota State",5,"WCHA"
514,"20162017","Minnesota State",5,"WCHA","Away","Win","Princeton",4,"ECAC"
515,"20162017","Massachusetts",1,"Hockey East","Home","Loss","Arizona State",4,"Independent"
515,"20162017","Arizona State",4,"Independent","Away","Win","Massachusetts",1,"Hockey East"
516,"20162017","Vermont",3,"Hockey East","Home","Loss","Union",7,"ECAC"
516,"20162017","Union",7,"ECAC","Away","Win","Vermont",3,"Hockey East"
517,"20162017","Mercyhurst",2,"Atlantic Hockey","Home","Tie","Robert Morris",2,"Atlantic Hockey"
517,"20162017","Robert Morris",2,"Atlantic Hockey","Away","Tie","Mercyhurst",2,"Atlantic Hockey"
518,"20162017","Michigan State",2,"Big Ten","Home","Loss","Northeastern",6,"Hockey East"
518,"20162017","Northeastern",6,"Hockey East","Away","Win","Michigan State",2,"Big Ten"
519,"20162017","Vermont",1,"Hockey East","Home","Loss","Union",2,"ECAC"
519,"20162017","Union",2,"ECAC","Away","Win","Vermont",1,"Hockey East"
520,"20162017","Cornell",5,"ECAC","Neutral","Win","Northern Michigan",2,"WCHA"
520,"20162017","Northern Michigan",2,"WCHA","Neutral","Loss","Cornell",5,"ECAC"
521,"20162017","Merrimack",0,"Hockey East","Neutral","Loss","Colorado College",3,"NCHC"
521,"20162017","Colorado College",3,"NCHC","Neutral","Win","Merrimack",0,"Hockey East"
522,"20162017","Cornell",1,"ECAC","Neutral","Loss","Colorado College",2,"NCHC"
522,"20162017","Colorado College",2,"NCHC","Neutral","Win","Cornell",1,"ECAC"
523,"20162017","Merrimack",4,"Hockey East","Neutral","Win","Northern Michigan",2,"WCHA"
523,"20162017","Northern Michigan",2,"WCHA","Neutral","Loss","Merrimack",4,"Hockey East"
524,"20162017","Michigan State",1,"Big Ten","Neutral","Loss","Western Michigan",4,"NCHC"
524,"20162017","Western Michigan",4,"NCHC","Neutral","Win","Michigan State",1,"Big Ten"
525,"20162017","Michigan Tech",2,"WCHA","Neutral","Win","Michigan",0,"Big Ten"
525,"20162017","Michigan",0,"Big Ten","Neutral","Loss","Michigan Tech",2,"WCHA"
526,"20162017","Quinnipiac",3,"ECAC","Neutral","Win","Boston College",1,"Hockey East"
526,"20162017","Boston College",1,"Hockey East","Neutral","Loss","Quinnipiac",3,"ECAC"
527,"20162017","Robert Morris",1,"Atlantic Hockey","Neutral","Win","Ferris State",0,"WCHA"
527,"20162017","Ferris State",0,"WCHA","Neutral","Loss","Robert Morris",1,"Atlantic Hockey"
528,"20162017","Holy Cross",0,"Atlantic Hockey","Home","Loss","Canisius",3,"Atlantic Hockey"
528,"20162017","Canisius",3,"Atlantic Hockey","Away","Win","Holy Cross",0,"Atlantic Hockey"
529,"20162017","Sacred Heart",1,"Atlantic Hockey","Home","Loss","Air Force",3,"Atlantic Hockey"
529,"20162017","Air Force",3,"Atlantic Hockey","Away","Win","Sacred Heart",1,"Atlantic Hockey"
530,"20162017","Harvard",5,"ECAC","Home","Win","Rensselaer",1,"ECAC"
530,"20162017","Rensselaer",1,"ECAC","Away","Loss","Harvard",5,"ECAC"
531,"20162017","Alaska-Anchorage",4,"WCHA","Home","Win","Bemidji State",1,"WCHA"
531,"20162017","Bemidji State",1,"WCHA","Away","Loss","Alaska-Anchorage",4,"WCHA"
532,"20162017","Bowling Green",3,"WCHA","Home","Win","RIT",0,"Atlantic Hockey"
532,"20162017","RIT",0,"Atlantic Hockey","Away","Loss","Bowling Green",3,"WCHA"
533,"20162017","Northeastern",8,"Hockey East","Home","Win","Clarkson",2,"ECAC"
533,"20162017","Clarkson",2,"ECAC","Away","Loss","Northeastern",8,"Hockey East"
534,"20162017","Providence",2,"Hockey East","Home","Tie","Denver",2,"NCHC"
534,"20162017","Denver",2,"NCHC","Away","Tie","Providence",2,"Hockey East"
535,"20162017","New Hampshire",6,"Hockey East","Home","Win","Maine",4,"Hockey East"
535,"20162017","Maine",4,"Hockey East","Away","Loss","New Hampshire",6,"Hockey East"
536,"20162017","Nebraska-Omaha",4,"NCHC","Home","Win","Lake Superior",1,"WCHA"
536,"20162017","Lake Superior",1,"WCHA","Away","Loss","Nebraska-Omaha",4,"NCHC"
537,"20162017","Vermont",7,"Hockey East","Home","Win","Bentley",1,"Atlantic Hockey"
537,"20162017","Bentley",1,"Atlantic Hockey","Away","Loss","Vermont",7,"Hockey East"
538,"20162017","Massachusetts",2,"Hockey East","Neutral","Win","Alabama-Huntsville",1,"WCHA"
538,"20162017","Alabama-Huntsville",1,"WCHA","Neutral","Loss","Massachusetts",2,"Hockey East"
539,"20162017","Minnesota",5,"Big Ten","Home","Win","Mercyhurst",1,"Atlantic Hockey"
539,"20162017","Mercyhurst",1,"Atlantic Hockey","Away","Loss","Minnesota",5,"Big Ten"
540,"20162017","Michigan State",4,"Big Ten","Neutral","Loss","Michigan",5,"Big Ten"
540,"20162017","Michigan",5,"Big Ten","Neutral","Win","Michigan State",4,"Big Ten"
541,"20162017","Michigan Tech",0,"WCHA","Neutral","Loss","Western Michigan",1,"NCHC"
541,"20162017","Western Michigan",1,"NCHC","Neutral","Win","Michigan Tech",0,"WCHA"
542,"20162017","Dartmouth",2,"ECAC","Home","Tie","Army",2,"Atlantic Hockey"
542,"20162017","Army",2,"Atlantic Hockey","Away","Tie","Dartmouth",2,"ECAC"
543,"20162017","Massachusetts-Lowell",3,"Hockey East","Neutral","Win","Colgate",2,"ECAC"
543,"20162017","Colgate",2,"ECAC","Neutral","Loss","Massachusetts-Lowell",3,"Hockey East"
544,"20162017","Ferris State",1,"WCHA","Neutral","Tie","Boston College",1,"Hockey East"
544,"20162017","Boston College",1,"Hockey East","Neutral","Tie","Ferris State",1,"WCHA"
545,"20162017","Robert Morris",5,"Atlantic Hockey","Neutral","Win","Quinnipiac",2,"ECAC"
545,"20162017","Quinnipiac",2,"ECAC","Neutral","Loss","Robert Morris",5,"Atlantic Hockey"
546,"20162017","Arizona State",8,"Independent","Home","Tie","Brown",8,"ECAC"
546,"20162017","Brown",8,"ECAC","Away","Tie","Arizona State",8,"Independent"
547,"20162017","Connecticut",4,"Hockey East","Neutral","Win","St. Cloud State",3,"NCHC"
547,"20162017","St. Cloud State",3,"NCHC","Neutral","Loss","Connecticut",4,"Hockey East"
548,"20162017","Holy Cross",3,"Atlantic Hockey","Home","Win","Canisius",0,"Atlantic Hockey"
548,"20162017","Canisius",0,"Atlantic Hockey","Away","Loss","Holy Cross",3,"Atlantic Hockey"
549,"20162017","Sacred Heart",2,"Atlantic Hockey","Home","Loss","Air Force",3,"Atlantic Hockey"
549,"20162017","Air Force",3,"Atlantic Hockey","Away","Win","Sacred Heart",2,"Atlantic Hockey"
550,"20162017","Alaska-Anchorage",0,"WCHA","Home","Loss","Bemidji State",1,"WCHA"
550,"20162017","Bemidji State",1,"WCHA","Away","Win","Alaska-Anchorage",0,"WCHA"
551,"20162017","Notre Dame",5,"Hockey East","Home","Win","Alaska",0,"WCHA"
551,"20162017","Alaska",0,"WCHA","Away","Loss","Notre Dame",5,"Hockey East"
552,"20162017","Ohio State",3,"Big Ten","Home","Loss","Miami",6,"NCHC"
552,"20162017","Miami",6,"NCHC","Away","Win","Ohio State",3,"Big Ten"
553,"20162017","Providence",3,"Hockey East","Home","Win","Denver",1,"NCHC"
553,"20162017","Denver",1,"NCHC","Away","Loss","Providence",3,"Hockey East"
554,"20162017","Union",1,"ECAC","Home","Loss","North Dakota",3,"NCHC"
554,"20162017","North Dakota",3,"NCHC","Away","Win","Union",1,"ECAC"
555,"20162017","Nebraska-Omaha",5,"NCHC","Home","Win","Lake Superior",3,"WCHA"
555,"20162017","Lake Superior",3,"WCHA","Away","Loss","Nebraska-Omaha",5,"NCHC"
556,"20162017","Vermont",3,"Hockey East","Home","Win","Bentley",1,"Atlantic Hockey"
556,"20162017","Bentley",1,"Atlantic Hockey","Away","Loss","Vermont",3,"Hockey East"
557,"20162017","Mercyhurst",3,"Atlantic Hockey","Neutral","Win","Alabama-Huntsville",2,"WCHA"
