"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
566,"20162017","St. Lawrence",3,"ECAC","Away","Loss","Vermont",4,"Hockey East"
567,"20162017","Yale",5,"ECAC","Home","Win","Northeastern",4,"Hockey East"
567,"20162017","Northeastern",4,"Hockey East","Away","Loss","Yale",5,"ECAC"
568,"20162017","Bentley",3,"Atlantic Hockey","Neutral","Win","Army",1,"Atlantic Hockey"
568,"20162017","Army",1,"Atlantic Hockey","Neutral","Loss","Bentley",3,"Atlantic Hockey"
569,"20162017","Bowling Green",1,"WCHA","Home","Loss","Bemidji State",2,"WCHA"
569,"20162017","Bemidji State",2,"WCHA","Away","Win","Bowling Green",1,"WCHA"
570,"20162017","Boston University",5,"Hockey East","Home","Win","Union",4,"ECAC"
570,"20162017","Union",4,"ECAC","Away","Loss","Boston University",5,"Hockey East"
571,"20162017","Bentley",5,"Atlantic Hockey","Home","Tie","Army",5,"Atlantic Hockey"
571,"20162017","Army",5,"Atlantic Hockey","Away","Tie","Bentley",5,"Atlantic Hockey"
572,"20162017","Holy Cross",3,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
572,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Holy Cross",3,"Atlantic Hockey"
573,"20162017","Mercyhurst",1,"Atlantic Hockey","Home","Loss","Air Force",3,"Atlantic Hockey"
573,"20162017","Air Force",3,"Atlantic Hockey","Away","Win","Mercyhurst",1,"Atlantic Hockey"
574,"20162017","RIT",3,"Atlantic Hockey","Home","Win","Sacred Heart",1,"Atlantic Hockey"
574,"20162017","Sacred Heart",1,"Atlantic Hockey","Away","Loss","RIT",3,"Atlantic Hockey"
575,"20162017","Robert Morris",3,"Atlantic Hockey","Home","Win","American International",0,"Atlantic Hockey"
575,"20162017","American International",0,"Atlantic Hockey","Away","Loss","Robert Morris",3,"Atlantic Hockey"
576,"20162017","Ohio State",3,"Big Ten","Home","Win","Penn State",0,"Big Ten"
576,"20162017","Penn State",0,"Big Ten","Away","Loss","Ohio State",3,"Big Ten"
577,"20162017","Wisconsin",5,"Big Ten","Home","Win","Michigan State",1,"Big Ten"
577,"20162017","Michigan State",1,"Big Ten","Away","Loss","Wisconsin",5,"Big Ten"
578,"20162017","Dartmouth",5,"ECAC","Home","Win","Princeton",0,"ECAC"
578,"20162017","Princeton",0,"ECAC","Away","Loss","Dartmouth",5,"ECAC"
579,"20162017","Harvard",5,"ECAC","Home","Win","Quinnipiac",2,"ECAC"
579,"20162017","Quinnipiac",2,"ECAC","Away","Loss","Harvard",5,"ECAC"
580,"20162017","New Hampshire",1,"Hockey East","Home","Loss","Massachusetts-Lowell",2,"Hockey East"
580,"20162017","Massachusetts-Lowell",2,"Hockey East","Away","Win","New Hampshire",1,"Hockey East"
581,"20162017","Miami",3,"NCHC","Home","Win","St. Cloud State",2,"NCHC"
581,"20162017","St. Cloud State",2,"NCHC","Away","Loss","Miami",3,"NCHC"
582,"20162017","Minnesota-Duluth",2,"NCHC","Home","Tie","Colorado College",2,"NCHC"
582,"20162017","Colorado College",2,"NCHC","Away","Tie","Minnesota-Duluth",2,"NCHC"
583,"20162017","Nebraska-Omaha",1,"NCHC","Home","Loss","North Dakota",9,"NCHC"
583,"20162017","North Dakota",9,"NCHC","Away","Win","Nebraska-Omaha",1,"NCHC"
584,"20162017","Bowling Green",4,"WCHA","Home","Win","Bemidji State",2,"WCHA"
584,"20162017","Bemidji State",2,"WCHA","Away","Loss","Bowling Green",4,"WCHA"
585,"20162017","Lake Superior",3,"WCHA","Home","Win","Northern Michigan",2,"WCHA"
585,"20162017","Northern Michigan",2,"WCHA","Away","Loss","Lake Superior",3,"WCHA"
586,"20162017","Alaska-Anchorage",4,"WCHA","Home","Win","Ferris State",1,"WCHA"
586,"20162017","Ferris State",1,"WCHA","Away","Loss","Alaska-Anchorage",4,"WCHA"
587,"20162017","Alabama-Huntsville",0,"WCHA","Home","Loss","Minnesota State",3,"WCHA"
587,"20162017","Minnesota State",3,"WCHA","Away","Win","Alabama-Huntsville",0,"WCHA"
588,"20162017","Canisius",3,"Atlantic Hockey","Home","Tie","St. Lawrence",3,"ECAC"
588,"20162017","St. Lawrence",3,"ECAC","Away","Tie","Canisius",3,"Atlantic Hockey"
589,"20162017","Denver",5,"NCHC","Home","Win","Arizona State",1,"Independent"
589,"20162017","Arizona State",1,"Independent","Away","Loss","Denver",5,"NCHC"
590,"20162017","Notre Dame",3,"Hockey East","Home","Win","Michigan Tech",1,"WCHA"
590,"20162017","Michigan Tech",1,"WCHA","Away","Loss","Notre Dame",3,"Hockey East"
591,"20162017","Holy Cross",2,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
591,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Holy Cross",2,"Atlantic Hockey"
592,"20162017","Mercyhurst",2,"Atlantic Hockey","Home","Loss","Air Force",4,"Atlantic Hockey"
592,"20162017","Air Force",4,"Atlantic Hockey","Away","Win","Mercyhurst",2,"Atlantic Hockey"
593,"20162017","RIT",1,"Atlantic Hockey","Home","Loss","Sacred Heart",5,"Atlantic Hockey"
593,"20162017","Sacred Heart",5,"Atlantic Hockey","Away","Win","RIT",1,"Atlantic Hockey"
594,"20162017","Robert Morris",4,"Atlantic Hockey","Home","Win","American International",3,"Atlantic Hockey"
594,"20162017","American International",3,"Atlantic Hockey","Away","Loss","Robert Morris",4,"Atlantic Hockey"
595,"20162017","Ohio State",2,"Big Ten","Home","Loss","Penn State",4,"Big Ten"
595,"20162017","Penn State",4,"Big Ten","Away","Win","Ohio State",2,"Big Ten"
596,"20162017","Wisconsin",5,"Big Ten","Home","Win","Michigan State",1,"Big Ten"
596,"20162017","Michigan State",1,"Big Ten","Away","Loss","Wisconsin",5,"Big Ten"
597,"20162017","Dartmouth",2,"ECAC","Home","Loss","Quinnipiac",4,"ECAC"
597,"20162017","Quinnipiac",4,"ECAC","Away","Win","Dartmouth",2,"ECAC"
598,"20162017","Harvard",5,"ECAC","Home","Win","Princeton",2,"ECAC"
598,"20162017","Princeton",2,"ECAC","Away","Loss","Harvard",5,"ECAC"
599,"20162017","Vermont",4,"Hockey East","Home","Win","Northeastern",3,"Hockey East"
599,"20162017","Northeastern",3,"Hockey East","Away","Loss","Vermont",4,"Hockey East"
600,"20162017","Miami",4,"NCHC","Home","Win","St. Cloud State",1,"NCHC"
600,"20162017","St. Cloud State",1,"NCHC","Away","Loss","Miami",4,"NCHC"
601,"20162017","Minnesota-Duluth",1,"NCHC","Home","Loss","Colorado College",2,"NCHC"
601,"20162017","Colorado College",2,"NCHC","Away","Win","Minnesota-Duluth",1,"NCHC"
602,"20162017","Nebraska-Omaha",3,"NCHC","Home","Loss","North Dakota",7,"NCHC"
602,"20162017","North Dakota",7,"NCHC","Away","Win","Nebraska-Omaha",3,"NCHC"
603,"20162017","Northern Michigan",6,"WCHA","Home","Win","Lake Superior",4,"WCHA"
603,"20162017","Lake Superior",4,"WCHA","Away","Loss","Northern Michigan",6,"WCHA"
604,"20162017","Alaska-Anchorage",2,"WCHA","Home","Tie","Ferris State",2,"WCHA"
604,"20162017","Ferris State",2,"WCHA","Away","Tie","Alaska-Anchorage",2,"WCHA"
605,"20162017","Alabama-Huntsville",2,"WCHA","Home","Loss","Minnesota State",3,"WCHA"
605,"20162017","Minnesota State",3,"WCHA","Away","Win","Alabama-Huntsville",2,"WCHA"
606,"20162017","Canisius",1,"Atlantic Hockey","Home","Loss","St. Lawrence",2,"ECAC"
606,"20162017","St. Lawrence",2,"ECAC","Away","Win","Canisius",1,"Atlantic Hockey"
607,"20162017","Clarkson",6,"ECAC","Neutral","Win","Rensselaer",1,"ECAC"
607,"20162017","Rensselaer",1,"ECAC","Neutral","Loss","Clarkson",6,"ECAC"
608,"20162017","Denver",6,"NCHC","Home","Win","Arizona State",1,"Independent"
608,"20162017","Arizona State",1,"Independent","Away","Loss","Denver",6,"NCHC"
609,"20162017","Merrimack",0,"Hockey East","Home","Loss","Cornell",1,"ECAC"
609,"20162017","Cornell",1,"ECAC","Away","Win","Merrimack",0,"Hockey East"
610,"20162017","Notre Dame",2,"Hockey East","Home","Loss","Michigan Tech",4,"WCHA"
610,"20162017","Michigan Tech",4,"WCHA","Away","Win","Notre Dame",2,"Hockey East"
611,"20162017","Connecticut",2,"Hockey East","Home","Loss","Yale",4,"ECAC"
611,"20162017","Yale",4,"ECAC","Away","Win","Connecticut",2,"Hockey East"
612,"20162017","Providence",1,"Hockey East","Neutral","Loss","Boston College",3,"Hockey East"
612,"20162017","Boston College",3,"Hockey East","Neutral","Win","Providence",1,"Hockey East"
613,"20162017","Massachusetts",3,"Hockey East","Neutral","Loss","Boston University",5,"Hockey East"
613,"20162017","Boston University",5,"Hockey East","Neutral","Win","Massachusetts",3,"Hockey East"
614,"20162017","Brown",4,"ECAC","Home","Loss","New Hampshire",7,"Hockey East"
614,"20162017","New Hampshire",7,"Hockey East","Away","Win","Brown",4,"ECAC"
615,"20162017","Yale",1,"ECAC","Home","Loss","Providence",3,"Hockey East"
615,"20162017","Providence",3,"Hockey East","Away","Win","Yale",1,"ECAC"
616,"20162017","Connecticut",6,"Hockey East","Home","Win","Maine",3,"Hockey East"
616,"20162017","Maine",3,"Hockey East","Away","Loss","Connecticut",6,"Hockey East"
617,"20162017","New Hampshire",5,"Hockey East","Home","Win","Northeastern",3,"Hockey East"
617,"20162017","Northeastern",3,"Hockey East","Away","Loss","New Hampshire",5,"Hockey East"
618,"20162017","Air Force",1,"Atlantic Hockey","Home","Loss","Canisius",4,"Atlantic Hockey"
618,"20162017","Canisius",4,"Atlantic Hockey","Away","Win","Air Force",1,"Atlantic Hockey"
619,"20162017","American International",0,"Atlantic Hockey","Home","Loss","RIT",5,"Atlantic Hockey"
619,"20162017","RIT",5,"Atlantic Hockey","Away","Win","American International",0,"Atlantic Hockey"
620,"20162017","Army",1,"Atlantic Hockey","Home","Loss","Mercyhurst",3,"Atlantic Hockey"
620,"20162017","Mercyhurst",3,"Atlantic Hockey","Away","Win","Army",1,"Atlantic Hockey"
621,"20162017","Niagara",3,"Atlantic Hockey","Home","Loss","Bentley",6,"Atlantic Hockey"
621,"20162017","Bentley",6,"Atlantic Hockey","Away","Win","Niagara",3,"Atlantic Hockey"
622,"20162017","Sacred Heart",2,"Atlantic Hockey","Home","Win","Holy Cross",1,"Atlantic Hockey"
622,"20162017","Holy Cross",1,"Atlantic Hockey","Away","Loss","Sacred Heart",2,"Atlantic Hockey"
623,"20162017","Penn State",5,"Big Ten","Home","Win","Michigan State",2,"Big Ten"
623,"20162017","Michigan State",2,"Big Ten","Away","Loss","Penn State",5,"Big Ten"
624,"20162017","Minnesota",5,"Big Ten","Home","Win","Michigan",2,"Big Ten"
624,"20162017","Michigan",2,"Big Ten","Away","Loss","Minnesota",5,"Big Ten"
625,"20162017","Brown",1,"ECAC","Home","Loss","St. Lawrence",2,"ECAC"
625,"20162017","St. Lawrence",2,"ECAC","Away","Win","Brown",1,"ECAC"
626,"20162017","Princeton",1,"ECAC","Home","Loss","Cornell",5,"ECAC"
626,"20162017","Cornell",5,"ECAC","Away","Win","Princeton",1,"ECAC"
627,"20162017","Quinnipiac",4,"ECAC","Home","Win","Colgate",1,"ECAC"
627,"20162017","Colgate",1,"ECAC","Away","Loss","Quinnipiac",4,"ECAC"
628,"20162017","Rensselaer",4,"ECAC","Home","Win","Harvard",0,"ECAC"
628,"20162017","Harvard",0,"ECAC","Away","Loss","Rensselaer",4,"ECAC"
629,"20162017","Union",4,"ECAC","Home","Win","Dartmouth",1,"ECAC"
629,"20162017","Dartmouth",1,"ECAC","Away","Loss","Union",4,"ECAC"
630,"20162017","Yale",2,"ECAC","Home","Win","Clarkson",1,"ECAC"
630,"20162017","Clarkson",1,"ECAC","Away","Loss","Yale",2,"ECAC"
631,"20162017","Boston University",2,"Hockey East","Home","Win","Boston College",1,"Hockey East"
631,"20162017","Boston College",1,"Hockey East","Away","Loss","Boston University",2,"Hockey East"
632,"20162017","Merrimack",1,"Hockey East","Home","Loss","Notre Dame",2,"Hockey East"
632,"20162017","Notre Dame",2,"Hockey East","Away","Win","Merrimack",1,"Hockey East"
633,"20162017","Providence",3,"Hockey East","Home","Loss","Vermont",4,"Hockey East"
633,"20162017","Vermont",4,"Hockey East","Away","Win","Providence",3,"Hockey East"
634,"20162017","Colorado College",2,"NCHC","Home","Loss","Nebraska-Omaha",5,"NCHC"
634,"20162017","Nebraska-Omaha",5,"NCHC","Away","Win","Colorado College",2,"NCHC"
635,"20162017","Minnesota-Duluth",1,"NCHC","Home","Loss","St. Cloud State",2,"NCHC"
635,"20162017","St. Cloud State",2,"NCHC","Away","Win","Minnesota-Duluth",1,"NCHC"
636,"20162017","North Dakota",3,"NCHC","Home","Loss","Miami",6,"NCHC"
636,"20162017","Miami",6,"NCHC","Away","Win","North Dakota",3,"NCHC"
637,"20162017","Western Michigan",3,"NCHC","Home","Win","Denver",0,"NCHC"
637,"20162017","Denver",0,"NCHC","Away","Loss","Western Michigan",3,"NCHC"
638,"20162017","Ferris State",3,"WCHA","Home","Tie","Alaska",3,"WCHA"
638,"20162017","Alaska",3,"WCHA","Away","Tie","Ferris State",3,"WCHA"
639,"20162017","Minnesota State",2,"WCHA","Home","Loss","Bowling Green",3,"WCHA"
639,"20162017","Bowling Green",3,"WCHA","Away","Win","Minnesota State",2,"WCHA"
640,"20162017","Michigan Tech",3,"WCHA","Home","Tie","Alaska-Anchorage",3,"WCHA"
640,"20162017","Alaska-Anchorage",3,"WCHA","Away","Tie","Michigan Tech",3,"WCHA"
641,"20162017","Northern Michigan",1,"WCHA","Home","Tie","Lake Superior",1,"WCHA"
641,"20162017","Lake Superior",1,"WCHA","Away","Tie","Northern Michigan",1,"WCHA"
642,"20162017","Ohio State",6,"Big Ten","Home","Win","Arizona State",1,"Independent"
642,"20162017","Arizona State",1,"Independent","Away","Loss","Ohio State",6,"Big Ten"
643,"20162017","Air Force",2,"Atlantic Hockey","Home","Tie","Canisius",2,"Atlantic Hockey"
643,"20162017","Canisius",2,"Atlantic Hockey","Away","Tie","Air Force",2,"Atlantic Hockey"
644,"20162017","American International",5,"Atlantic Hockey","Home","Win","RIT",3,"Atlantic Hockey"
644,"20162017","RIT",3,"Atlantic Hockey","Away","Loss","American International",5,"Atlantic Hockey"
645,"20162017","Army",4,"Atlantic Hockey","Home","Win","Mercyhurst",1,"Atlantic Hockey"
645,"20162017","Mercyhurst",1,"Atlantic Hockey","Away","Loss","Army",4,"Atlantic Hockey"
646,"20162017","Niagara",3,"Atlantic Hockey","Home","Win","Bentley",1,"Atlantic Hockey"
646,"20162017","Bentley",1,"Atlantic Hockey","Away","Loss","Niagara",3,"Atlantic Hockey"
647,"20162017","Sacred Heart",2,"Atlantic Hockey","Home","Tie","Holy Cross",2,"Atlantic Hockey"
647,"20162017","Holy Cross",2,"Atlantic Hockey","Away","Tie","Sacred Heart",2,"Atlantic Hockey"
648,"20162017","Penn State",5,"Big Ten","Home","Win","Michigan State",3,"Big Ten"
648,"20162017","Michigan State",3,"Big Ten","Away","Loss","Penn State",5,"Big Ten"
649,"20162017","Minnesota",4,"Big Ten","Home","Win","Michigan",2,"Big Ten"
649,"20162017","Michigan",2,"Big Ten","Away","Loss","Minnesota",4,"Big Ten"
650,"20162017","Brown",2,"ECAC","Home","Loss","Clarkson",7,"ECAC"
650,"20162017","Clarkson",7,"ECAC","Away","Win","Brown",2,"ECAC"
651,"20162017","Princeton",2,"ECAC","Home","Tie","Colgate",2,"ECAC"
651,"20162017","Colgate",2,"ECAC","Away","Tie","Princeton",2,"ECAC"
652,"20162017","Quinnipiac",1,"ECAC","Home","Loss","Cornell",2,"ECAC"
652,"20162017","Cornell",2,"ECAC","Away","Win","Quinnipiac",1,"ECAC"
653,"20162017","Rensselaer",2,"ECAC","Home","Loss","Dartmouth",4,"ECAC"
653,"20162017","Dartmouth",4,"ECAC","Away","Win","Rensselaer",2,"ECAC"
654,"20162017","Union",2,"ECAC","Home","Win","Harvard",1,"ECAC"
654,"20162017","Harvard",1,"ECAC","Away","Loss","Union",2,"ECAC"
655,"20162017","Yale",2,"ECAC","Home","Tie","St. Lawrence",2,"ECAC"
655,"20162017","St. Lawrence",2,"ECAC","Away","Tie","Yale",2,"ECAC"
656,"20162017","Merrimack",4,"Hockey East","Home","Win","Notre Dame",2,"Hockey East"
656,"20162017","Notre Dame",2,"Hockey East","Away","Loss","Merrimack",4,"Hockey East"
657,"20162017","Northeastern",2,"Hockey East","Neutral","Tie","New Hampshire",2,"Hockey East"
657,"20162017","New Hampshire",2,"Hockey East","Neutral","Tie","Northeastern",2,"Hockey East"
658,"20162017","Providence",4,"Hockey East","Home","Win","Vermont",1,"Hockey East"
658,"20162017","Vermont",1,"Hockey East","Away","Loss","Providence",4,"Hockey East"
659,"20162017","Connecticut",0,"Hockey East","Neutral","Loss","Maine",4,"Hockey East"
659,"20162017","Maine",4,"Hockey East","Neutral","Win","Connecticut",0,"Hockey East"
660,"20162017","Colorado College",2,"NCHC","Home","Loss","Nebraska-Omaha",4,"NCHC"
660,"20162017","Nebraska-Omaha",4,"NCHC","Away","Win","Colorado College",2,"NCHC"
661,"20162017","Minnesota-Duluth",4,"NCHC","Home","Win","St. Cloud State",3,"NCHC"
661,"20162017","St. Cloud State",3,"NCHC","Away","Loss","Minnesota-Duluth",4,"NCHC"
662,"20162017","North Dakota",3,"NCHC","Home","Win","Miami",1,"NCHC"
662,"20162017","Miami",1,"NCHC","Away","Loss","North Dakota",3,"NCHC"
663,"20162017","Western Michigan",2,"NCHC","Home","Loss","Denver",7,"NCHC"
663,"20162017","Denver",7,"NCHC","Away","Win","Western Michigan",2,"NCHC"
664,"20162017","Ferris State",1,"WCHA","Home","Loss","Alaska",2,"WCHA"
664,"20162017","Alaska",2,"WCHA","Away","Win","Ferris State",1,"WCHA"
665,"20162017","Lake Superior",1,"WCHA","Home","Tie","Northern Michigan",1,"WCHA"
665,"20162017","Northern Michigan",1,"WCHA","Away","Tie","Lake Superior",1,"WCHA"
666,"20162017","Minnesota State",5,"WCHA","Home","Win","Bowling Green",3,"WCHA"
666,"20162017","Bowling Green",3,"WCHA","Away","Loss","Minnesota State",5,"WCHA"
667,"20162017","Michigan Tech",1,"WCHA","Home","Tie","Alaska-Anchorage",1,"WCHA"
667,"20162017","Alaska-Anchorage",1,"WCHA","Away","Tie","Michigan Tech",1,"WCHA"
668,"20162017","Ohio State",2,"Big Ten","Home","Tie","Arizona State",2,"Independent"
668,"20162017","Arizona State",2,"Independent","Away","Tie","Ohio State",2,"Big Ten"
669,"20162017","Massachusetts",1,"Hockey East","Home","Loss","Massachusetts-Lowell",2,"Hockey East"
669,"20162017","Massachusetts-Lowell",2,"Hockey East","Away","Win","Massachusetts",1,"Hockey East"
670,"20162017","Boston College",0,"Hockey East","Home","Loss","Boston University",3,"Hockey East"
670,"20162017","Boston University",3,"Hockey East","Away","Win","Boston College",0,"Hockey East"
671,"20162017","American International",0,"Atlantic Hockey","Home","Loss","Army",2,"Atlantic Hockey"
671,"20162017","Army",2,"Atlantic Hockey","Away","Win","American International",0,"Atlantic Hockey"
672,"20162017","Dartmouth",8,"ECAC","Home","Win","Harvard",4,"ECAC"
672,"20162017","Harvard",4,"ECAC","Away","Loss","Dartmouth",8,"ECAC"
673,"20162017","Union",3,"ECAC","Neutral","Win","Rensselaer",2,"ECAC"
673,"20162017","Rensselaer",2,"ECAC","Neutral","Loss","Union",3,"ECAC"
674,"20162017","Holy Cross",3,"Atlantic Hockey","Home","Tie","Mercyhurst",3,"Atlantic Hockey"
674,"20162017","Mercyhurst",3,"Atlantic Hockey","Away","Tie","Holy Cross",3,"Atlantic Hockey"
675,"20162017","Niagara",3,"Atlantic Hockey","Home","Loss","American International",7,"Atlantic Hockey"
675,"20162017","American International",7,"Atlantic Hockey","Away","Win","Niagara",3,"Atlantic Hockey"
676,"20162017","RIT",1,"Atlantic Hockey","Home","Loss","Canisius",3,"Atlantic Hockey"
676,"20162017","Canisius",3,"Atlantic Hockey","Away","Win","RIT",1,"Atlantic Hockey"
677,"20162017","Robert Morris",2,"Atlantic Hockey","Home","Loss","Air Force",6,"Atlantic Hockey"
677,"20162017","Air Force",6,"Atlantic Hockey","Away","Win","Robert Morris",2,"Atlantic Hockey"
678,"20162017","Sacred Heart",2,"Atlantic Hockey","Home","Loss","Bentley",3,"Atlantic Hockey"
678,"20162017","Bentley",3,"Atlantic Hockey","Away","Win","Sacred Heart",2,"Atlantic Hockey"
679,"20162017","Penn State",3,"Big Ten","Home","Tie","Ohio State",3,"Big Ten"
679,"20162017","Ohio State",3,"Big Ten","Away","Tie","Penn State",3,"Big Ten"
680,"20162017","Michigan",0,"Big Ten","Home","Loss","Michigan State",3,"Big Ten"
680,"20162017","Michigan State",3,"Big Ten","Away","Win","Michigan",0,"Big Ten"
681,"20162017","Wisconsin",3,"Big Ten","Home","Loss","Minnesota",4,"Big Ten"
681,"20162017","Minnesota",4,"Big Ten","Away","Win","Wisconsin",3,"Big Ten"
682,"20162017","Colgate",0,"ECAC","Home","Loss","St. Lawrence",3,"ECAC"
682,"20162017","St. Lawrence",3,"ECAC","Away","Win","Colgate",0,"ECAC"
683,"20162017","Cornell",3,"ECAC","Home","Tie","Clarkson",3,"ECAC"
683,"20162017","Clarkson",3,"ECAC","Away","Tie","Cornell",3,"ECAC"
684,"20162017","Dartmouth",0,"ECAC","Home","Loss","Yale",7,"ECAC"
684,"20162017","Yale",7,"ECAC","Away","Win","Dartmouth",0,"ECAC"
685,"20162017","Harvard",3,"ECAC","Home","Win","Brown",0,"ECAC"
685,"20162017","Brown",0,"ECAC","Away","Loss","Harvard",3,"ECAC"
686,"20162017","Boston College",6,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
686,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Boston College",6,"Hockey East"
687,"20162017","Boston University",4,"Hockey East","Home","Win","Maine",1,"Hockey East"
687,"20162017","Maine",1,"Hockey East","Away","Loss","Boston University",4,"Hockey East"
688,"20162017","Notre Dame",2,"Hockey East","Home","Tie","New Hampshire",2,"Hockey East"
688,"20162017","New Hampshire",2,"Hockey East","Away","Tie","Notre Dame",2,"Hockey East"
689,"20162017","Northeastern",4,"Hockey East","Home","Win","Merrimack",1,"Hockey East"
689,"20162017","Merrimack",1,"Hockey East","Away","Loss","Northeastern",4,"Hockey East"
690,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Loss","Providence",4,"Hockey East"
690,"20162017","Providence",4,"Hockey East","Away","Win","Massachusetts-Lowell",3,"Hockey East"
691,"20162017","Vermont",5,"Hockey East","Home","Win","Connecticut",4,"Hockey East"
691,"20162017","Connecticut",4,"Hockey East","Away","Loss","Vermont",5,"Hockey East"
692,"20162017","St. Cloud State",3,"NCHC","Home","Win","Denver",2,"NCHC"
692,"20162017","Denver",2,"NCHC","Away","Loss","St. Cloud State",3,"NCHC"
693,"20162017","North Dakota",3,"NCHC","Home","Loss","Minnesota-Duluth",5,"NCHC"
693,"20162017","Minnesota-Duluth",5,"NCHC","Away","Win","North Dakota",3,"NCHC"
694,"20162017","Nebraska-Omaha",3,"NCHC","Home","Tie","Miami",3,"NCHC"
694,"20162017","Miami",3,"NCHC","Away","Tie","Nebraska-Omaha",3,"NCHC"
695,"20162017","Western Michigan",4,"NCHC","Home","Win","Colorado College",2,"NCHC"
695,"20162017","Colorado College",2,"NCHC","Away","Loss","Western Michigan",4,"NCHC"
696,"20162017","Bowling Green",2,"WCHA","Home","Loss","Alaska",3,"WCHA"
696,"20162017","Alaska",3,"WCHA","Away","Win","Bowling Green",2,"WCHA"
697,"20162017","Bemidji State",2,"WCHA","Home","Loss","Ferris State",5,"WCHA"
697,"20162017","Ferris State",5,"WCHA","Away","Win","Bemidji State",2,"WCHA"
698,"20162017","Lake Superior",5,"WCHA","Home","Win","Alabama-Huntsville",4,"WCHA"
698,"20162017","Alabama-Huntsville",4,"WCHA","Away","Loss","Lake Superior",5,"WCHA"
699,"20162017","Michigan Tech",4,"WCHA","Home","Tie","Minnesota State",4,"WCHA"
699,"20162017","Minnesota State",4,"WCHA","Away","Tie","Michigan Tech",4,"WCHA"
700,"20162017","Northern Michigan",6,"WCHA","Home","Win","Alaska-Anchorage",1,"WCHA"
700,"20162017","Alaska-Anchorage",1,"WCHA","Away","Loss","Northern Michigan",6,"WCHA"
701,"20162017","Bentley",4,"Atlantic Hockey","Home","Loss","Sacred Heart",5,"Atlantic Hockey"
701,"20162017","Sacred Heart",5,"Atlantic Hockey","Away","Win","Bentley",4,"Atlantic Hockey"
702,"20162017","Canisius",6,"Atlantic Hockey","Home","Win","RIT",1,"Atlantic Hockey"
702,"20162017","RIT",1,"Atlantic Hockey","Away","Loss","Canisius",6,"Atlantic Hockey"
703,"20162017","Holy Cross",3,"Atlantic Hockey","Home","Tie","Mercyhurst",3,"Atlantic Hockey"
703,"20162017","Mercyhurst",3,"Atlantic Hockey","Away","Tie","Holy Cross",3,"Atlantic Hockey"
704,"20162017","Niagara",2,"Atlantic Hockey","Home","Loss","American International",7,"Atlantic Hockey"
704,"20162017","American International",7,"Atlantic Hockey","Away","Win","Niagara",2,"Atlantic Hockey"
705,"20162017","Robert Morris",2,"Atlantic Hockey","Home","Win","Air Force",1,"Atlantic Hockey"
705,"20162017","Air Force",1,"Atlantic Hockey","Away","Loss","Robert Morris",2,"Atlantic Hockey"
706,"20162017","Michigan State",2,"Big Ten","Home","Tie","Michigan",2,"Big Ten"
706,"20162017","Michigan",2,"Big Ten","Away","Tie","Michigan State",2,"Big Ten"
707,"20162017","Penn State",3,"Big Ten","Home","Loss","Ohio State",6,"Big Ten"
707,"20162017","Ohio State",6,"Big Ten","Away","Win","Penn State",3,"Big Ten"
708,"20162017","Wisconsin",5,"Big Ten","Home","Win","Minnesota",3,"Big Ten"
708,"20162017","Minnesota",3,"Big Ten","Away","Loss","Wisconsin",5,"Big Ten"
709,"20162017","Colgate",3,"ECAC","Home","Win","Clarkson",2,"ECAC"
709,"20162017","Clarkson",2,"ECAC","Away","Loss","Colgate",3,"ECAC"
710,"20162017","Cornell",3,"ECAC","Home","Win","St. Lawrence",2,"ECAC"
710,"20162017","St. Lawrence",2,"ECAC","Away","Loss","Cornell",3,"ECAC"
711,"20162017","Dartmouth",3,"ECAC","Home","Loss","Brown",4,"ECAC"
711,"20162017","Brown",4,"ECAC","Away","Win","Dartmouth",3,"ECAC"
712,"20162017","Harvard",1,"ECAC","Home","Tie","Yale",1,"ECAC"
712,"20162017","Yale",1,"ECAC","Away","Tie","Harvard",1,"ECAC"
713,"20162017","Merrimack",2,"Hockey East","Home","Loss","Northeastern",4,"Hockey East"
713,"20162017","Northeastern",4,"Hockey East","Away","Win","Merrimack",2,"Hockey East"
714,"20162017","Maine",1,"Hockey East","Home","Loss","Boston University",3,"Hockey East"
714,"20162017","Boston University",3,"Hockey East","Away","Win","Maine",1,"Hockey East"
715,"20162017","Notre Dame",3,"Hockey East","Home","Win","New Hampshire",0,"Hockey East"
715,"20162017","New Hampshire",0,"Hockey East","Away","Loss","Notre Dame",3,"Hockey East"
716,"20162017","Providence",3,"Hockey East","Home","Win","Massachusetts-Lowell",2,"Hockey East"
716,"20162017","Massachusetts-Lowell",2,"Hockey East","Away","Loss","Providence",3,"Hockey East"
717,"20162017","St. Cloud State",1,"NCHC","Home","Loss","Denver",3,"NCHC"
717,"20162017","Denver",3,"NCHC","Away","Win","St. Cloud State",1,"NCHC"
718,"20162017","North Dakota",0,"NCHC","Home","Loss","Minnesota-Duluth",4,"NCHC"
718,"20162017","Minnesota-Duluth",4,"NCHC","Away","Win","North Dakota",0,"NCHC"
