"Team","Conference","Season","RPI","GP","G","GA","Sh","Sh.","ShA","SV.","PP.","PK.","SHG","SHGA","FO.","Age","Ht","Wt","SAT","SATA","CF.","USAT","USATA","FF.","ESSAT","ESSATA","ESCF.","ESUSAT","ESUSATA","ESFF.","PPSAT","PPSATA","PPCF.","PPUSAT","PPUSATA","PPFF.","CloseSAT","CloseSATA","CloseCF.","CloseUSAT","CloseUSATA","CloseFF."
"Northern Michigan","WCHA",20152016,0.49,38,89,99,966,9.2,1248,0.921,15.9,84.4,2,5,53.7,23,71.2,182.9,1915,2276,45.7,1453,1812,44.5,1482,1728,46.2,1146,1376,45.4,343,52,86.8,228,48,82.6,991,1204,45.1,765,958,44.4
"Notre Dame","Hockey East",20152016,0.546,37,115,86,1178,9.8,1140,0.925,20.9,83.7,1,0,53.2,21.7,72.8,195.2,2025,2038,49.8,1590,1573,50.3,1644,1643,50,1288,1276,50.2,326,33,90.8,256,28,90.1,992,1032,49,765,795,49
"Ohio State","Big Ten",20152016,0.495,36,128,125,1195,10.7,1211,0.897,21,81.5,5,5,48.4,21.11,71.5,181.1,2163,2333,48.1,1663,1762,48.6,1698,1870,47.6,1301,1433,47.6,399,62,86.6,304,55,84.7,1006,1113,47.5,764,861,47
"Penn State","Big Ten",20152016,0.522,38,140,122,1579,8.9,1286,0.905,23.4,80.4,12,9,51.1,22.11,72,191.8,2864,2247,56,2236,1780,55.7,2275,1776,56.2,1798,1388,56.4,509,70,87.9,370,64,85.3,1246,904,58,978,700,58.3
"Princeton","ECAC",20152016,0.431,31,60,99,921,6.5,1200,0.918,11.2,78.9,0,4,41.4,22,73,194.1,1684,2154,43.9,1295,1702,43.2,1438,1753,45.1,1107,1384,44.4,221,50,81.5,165,42,79.7,833,1030,44.7,660,803,45.1
"Providence","Hockey East",20152016,0.576,38,124,71,1290,9.6,1125,0.937,20.2,84.9,3,1,52.8,22.4,72.6,190.5,2422,1981,55,1870,1551,54.7,1870,1521,55.1,1449,1206,54.6,487,63,88.5,365,52,87.5,1284,955,57.3,995,763,56.6
"Quinnipiac","ECAC",20152016,0.594,43,163,85,1452,11.2,1093,0.922,27.5,89.1,4,2,53.8,22.6,72,188.3,2826,2180,56.5,2182,1563,58.3,2219,1773,55.6,1729,1274,57.6,539,54,90.9,398,45,89.8,1315,1014,56.5,1032,730,58.6
"Rensselaer","ECAC",20152016,0.517,40,97,104,1148,8.4,1367,0.924,12.3,83.5,7,1,46,22.1,71.7,186.1,2135,2616,44.9,1613,1955,45.2,1807,2134,45.9,1371,1611,46,260,44,85.5,186,37,83.4,1081,1305,45.3,834,982,45.9
"RIT","Atlantic Hockey",20152016,0.489,39,118,116,1304,9,1056,0.89,20.5,83.2,3,2,53.6,23,72.1,192.5,2385,2076,53.5,1867,1568,54.4,1908,1539,55.4,1500,1181,55.9,414,40,91.2,314,35,90,1195,935,56.1,941,714,56.9
"Robert Morris","Atlantic Hockey",20152016,0.524,39,158,107,1401,11.3,1321,0.919,28.3,81.1,10,4,49.6,23,72.5,189,2513,2591,49.2,1966,1906,50.8,1861,1941,48.9,1454,1417,50.6,570,58,90.8,442,53,89.3,1073,1068,50.1,840,776,52
"Sacred Heart","Atlantic Hockey",20152016,0.455,37,96,109,1110,8.6,1130,0.904,13.8,84.1,8,5,47.6,23.1,71.7,185.2,2022,2049,49.7,1640,1628,50.2,1572,1511,51,1279,1212,51.3,367,54,87.2,287,48,85.7,1052,1032,50.5,860,822,51.1
"St. Cloud State","NCHC",20152016,0.593,41,175,90,1325,13.2,1153,0.922,29.5,83.1,7,3,53.3,22.3,71,186.6,2309,2127,52.1,1828,1585,53.6,1861,1803,50.8,1479,1351,52.3,369,45,89.1,282,39,87.9,969,964,50.1,757,717,51.4
"St. Lawrence","ECAC",20152016,0.522,37,106,84,1179,9,1206,0.93,11.8,84.9,3,2,52.9,22.8,71.7,186.1,2021,1968,50.7,1594,1552,50.7,1610,1545,51,1264,1207,51.2,349,69,83.5,274,58,82.5,1022,1033,49.7,793,807,49.6
"Union","ECAC",20152016,0.499,36,91,96,1116,8.2,1092,0.912,17.5,80.8,1,5,56.6,22.5,72.7,189.7,2136,1983,51.9,1634,1592,50.7,1703,1618,51.3,1301,1297,50.1,379,41,90.2,282,37,88.4,1139,1065,51.7,879,845,51
"Vermont","Hockey East",20152016,0.49,40,86,107,1279,6.7,1211,0.912,10.9,78.8,3,4,44.9,22.8,71.3,189.1,2308,2114,52.2,1826,1667,52.3,1803,1588,53.2,1432,1261,53.2,437,46,90.5,334,43,88.6,1042,1020,50.5,836,801,51.1
"Western Michigan","NCHC",20152016,0.464,36,80,142,1039,7.7,1260,0.887,17.6,71.7,2,6,50,22.5,73.1,200.6,1863,2282,44.9,1464,1754,45.5,1418,1755,44.7,1132,1356,45.5,386,71,84.5,281,62,81.9,774,975,44.3,617,750,45.1
"Wisconsin","Big Ten",20152016,0.467,35,93,127,1068,8.7,1132,0.888,18.6,82.4,1,9,48.7,21.8,72,188.9,2133,2189,49.4,1592,1696,48.4,1736,1759,49.7,1292,1348,48.9,334,66,83.5,241,62,79.5,1117,1111,50.1,814,843,49.1
"Yale","ECAC",20152016,0.548,32,86,57,1087,7.9,850,0.933,20.6,94.4,1,0,49.4,22.5,72,186,2066,1656,55.5,1597,1273,55.6,1685,1422,54.2,1309,1107,54.2,313,26,92.3,236,24,90.8,1100,944,53.8,854,730,53.9
"Air Force","Atlantic Hockey",20162017,0.547,42,133,93,1261,10.5,1127,0.917,18,89.8,8,4,54.9,22.4,71.7,182.2,2520,2160,53.8,1915,1604,54.4,1870,1596,54,1425,1218,53.9,552,482,53.4,406,310,56.7,1157,965,54.5,866,737,54
"Alabama-Huntsville","WCHA",20162017,0.427,33,72,119,866,8.3,1022,0.884,10.8,78.1,4,8,50.7,23.1,71.7,184.8,1658,1865,47.1,1240,1462,45.9,1236,1358,47.6,930,1060,46.7,378,447,45.8,269,349,43.5,626,746,45.6,478,576,45.4
"Alaska","WCHA",20162017,0.452,36,79,113,994,7.9,1111,0.898,12.8,84.3,3,6,44.7,22.3,71,186.8,1791,2134,45.6,1450,1705,46,1280,1553,45.2,1053,1256,45.6,461,511,47.4,353,390,47.5,826,966,46.1,675,779,46.4
"Alaska-Anchorage","WCHA",20162017,0.426,34,59,102,733,8,1130,0.91,8.2,83.1,4,2,46,22.1,71.4,184.3,1260,1811,41,946,1434,39.7,857,1281,40.1,652,1036,38.6,357,463,43.5,252,341,42.5,461,704,39.6,351,572,38
"American International","Atlantic Hockey",20162017,0.435,36,82,122,949,8.6,1138,0.893,18.8,77.6,4,3,47.9,22.6,71.9,186.2,1802,2030,47,1359,1591,46.1,1400,1480,48.6,1057,1170,47.5,350,492,41.6,262,370,41.5,846,937,47.4,649,743,46.6
"Arizona State","Independent",20162017,0.465,30,76,129,748,10.2,1122,0.885,14.4,74.5,1,9,45.1,22.5,72.5,193.9,1435,2001,41.8,1077,1629,39.8,1073,1530,41.2,814,1238,39.7,306,399,43.4,215,324,39.9,577,755,43.3,434,617,41.3
"Army","Atlantic Hockey",20162017,0.491,37,100,78,1077,9.3,1122,0.93,14.6,86.7,4,1,47.7,22.1,72,189.4,1918,2081,48,1476,1563,48.6,1421,1595,47.1,1104,1199,47.9,434,426,50.5,315,314,50.1,937,1018,47.9,714,760,48.4
"Bemidji State","WCHA",20162017,0.504,41,94,79,1167,8.1,1028,0.923,18.6,88,4,3,51.2,22.9,71.7,186.5,2200,2097,51.2,1682,1556,51.9,1679,1670,50.1,1279,1249,50.6,455,355,56.2,346,244,58.6,1088,1054,50.8,834,793,51.3
"Bentley","Atlantic Hockey",20162017,0.473,39,101,120,1106,9.1,1327,0.91,15,81.1,9,5,47.8,22.6,71.3,186.8,2028,2374,46.1,1575,1887,45.5,1584,1810,46.7,1227,1454,45.8,384,511,42.9,288,383,42.9,998,1104,47.5,778,887,46.7
"Boston College","Hockey East",20162017,0.535,40,132,104,1319,10,1171,0.911,16.3,83.3,11,3,54.4,20.7,71.9,185.1,2384,2044,53.8,1850,1620,53.3,1820,1473,55.3,1413,1162,54.9,482,502,49,362,396,47.8,1126,868,56.5,873,676,56.4
"Boston University","Hockey East",20162017,0.556,39,123,90,1232,10,1175,0.923,19.4,87.1,9,4,50.7,20.7,72.6,190.2,2304,2353,49.5,1751,1747,50.1,1730,1698,50.5,1309,1271,50.7,491,611,44.6,368,437,45.7,982,1056,48.2,740,778,48.7
"Bowling Green","WCHA",20162017,0.489,41,120,102,1231,9.7,1054,0.903,15.5,83.1,4,2,51.9,22.3,72.3,190.8,2391,1979,54.7,1844,1567,54.1,1794,1498,54.5,1386,1194,53.7,521,424,55.1,394,325,54.8,1127,976,53.6,866,770,52.9
"Brown","ECAC",20162017,0.415,31,66,132,828,8,1021,0.871,7.6,72.2,5,3,47.5,22.1,72.7,189.7,1519,1846,45.1,1136,1409,44.6,1234,1396,46.9,921,1066,46.4,236,408,36.6,171,308,35.7,646,768,45.7,486,579,45.6
"Canisius","Atlantic Hockey",20162017,0.513,39,107,85,1097,9.8,1294,0.934,21,87.2,1,5,48.3,22.3,72.6,188.7,2040,2422,45.7,1595,1909,45.5,1533,1866,45.1,1195,1482,44.6,442,484,47.7,340,367,48.1,873,1022,46.1,693,819,45.8
"Clarkson","ECAC",20162017,0.513,39,124,112,1153,10.8,1131,0.901,20.2,83.1,6,5,50.5,22.6,72.4,192.6,2131,2018,51.4,1743,1651,51.4,1560,1412,52.5,1279,1168,52.3,470,546,46.3,372,427,46.6,926,821,53,752,684,52.4
"Colgate","ECAC",20162017,0.455,37,78,113,1063,7.3,1186,0.905,17.6,83.3,2,5,52.2,22.4,72.2,191.1,1980,2364,45.6,1522,1781,46.1,1552,1754,46.9,1205,1336,47.4,385,532,42,285,383,42.7,968,1144,45.8,744,864,46.3
"Colorado College","NCHC",20162017,0.479,36,70,120,930,7.5,1137,0.894,11,78.8,5,9,45.5,21.9,70.8,175.7,1782,2181,45,1344,1707,44.1,1250,1607,43.8,932,1260,42.5,473,499,48.7,362,380,48.8,654,924,41.4,487,731,40
"Connecticut","Hockey East",20162017,0.488,36,96,104,1053,9.1,1178,0.912,16.3,81.8,2,2,48,21.7,73.2,188.4,2018,2288,46.9,1549,1765,46.7,1564,1749,47.2,1219,1368,47.1,401,474,45.8,287,342,45.6,899,1027,46.7,710,807,46.8
"Cornell","ECAC",20162017,0.548,35,99,81,974,10.2,960,0.916,17.5,82.3,1,3,51.1,22,73,195.1,1800,1968,47.8,1398,1415,49.7,1339,1413,48.7,1046,1028,50.4,403,476,45.8,302,323,48.3,795,774,50.7,618,557,52.6
"Dartmouth","ECAC",20162017,0.468,31,83,111,994,8.4,953,0.884,16.3,72.5,1,4,51,21.9,72,186.1,1981,1813,52.2,1507,1405,51.8,1505,1395,51.9,1152,1075,51.7,431,355,54.8,317,272,53.8,850,812,51.1,659,627,51.2
"Denver","NCHC",20162017,0.595,44,152,80,1496,10.2,1145,0.93,21.3,83.5,3,2,54.2,22.1,71.7,182.4,2762,2181,55.9,2142,1655,56.4,2112,1659,56,1643,1262,56.6,576,463,55.4,436,341,56.1,1266,922,57.9,969,714,57.6
"Ferris State","WCHA",20162017,0.457,36,94,99,1082,8.7,1133,0.913,16,83.6,4,3,49.5,22.3,71.5,188.3,1937,2071,48.3,1480,1577,48.4,1407,1501,48.4,1091,1157,48.5,468,486,49.1,336,349,49.1,860,918,48.4,678,722,48.4
"Harvard","ECAC",20162017,0.592,36,146,77,1239,11.8,994,0.923,26.4,82.6,11,3,51.9,21.7,72.3,188.1,2300,1962,54,1780,1450,55.1,1647,1514,52.1,1270,1123,53.1,545,400,57.7,411,289,58.7,989,857,53.6,755,631,54.5
"Holy Cross","Atlantic Hockey",20162017,0.475,36,99,106,1041,9.5,969,0.891,17,76.4,1,4,51.6,22.1,72.1,187.7,1893,1910,49.8,1474,1465,50.2,1430,1454,49.6,1121,1126,49.9,442,389,53.2,335,282,54.3,867,971,47.2,676,741,47.7
"Lake Superior","WCHA",20162017,0.45,36,103,119,985,10.5,1158,0.897,13.6,84.5,6,8,49.9,22,71.7,186.6,1843,2202,45.6,1452,1679,46.4,1342,1632,45.1,1059,1250,45.9,417,482,46.4,322,354,47.6,836,1042,44.5,647,785,45.2
"Maine","Hockey East",20162017,0.462,36,102,125,1056,9.7,1256,0.9,18.7,78.8,4,6,49.3,21.9,73.6,195.9,2033,2364,46.2,1523,1800,45.8,1519,1764,46.3,1149,1346,46.1,442,542,44.9,315,400,44.1,857,1085,44.1,634,821,43.6
"Massachusetts","Hockey East",20162017,0.419,36,66,132,910,7.3,1174,0.888,8.8,80.1,1,4,49.2,22.2,71.3,186.5,1821,2031,47.3,1391,1658,45.6,1362,1441,48.6,1049,1185,47,412,522,44.1,302,416,42.1,686,725,48.6,530,590,47.3
"Massachusetts-Lowell","Hockey East",20162017,0.559,41,151,95,1196,12.6,1072,0.911,27,85.8,4,6,54.1,22.2,72.3,193.3,2347,2120,52.5,1776,1631,52.1,1734,1634,51.5,1314,1261,51,530,427,55.4,395,320,55.2,1045,938,52.7,802,731,52.3
"Mercyhurst","Atlantic Hockey",20162017,0.466,39,106,123,1194,8.9,1351,0.909,15.3,76.9,0,8,49.1,22.3,71.3,185.4,2226,2426,47.9,1680,1874,47.3,1577,1718,47.9,1190,1320,47.4,609,626,49.3,458,482,48.7,888,1012,46.7,673,777,46.4
"Merrimack","Hockey East",20162017,0.498,37,90,96,1114,8.1,1068,0.91,15,79.6,3,4,50.5,21.1,72.6,188,2151,1927,52.7,1639,1498,52.2,1584,1433,52.5,1217,1116,52.2,498,431,53.6,365,325,52.9,830,775,51.7,649,614,51.4
"Miami","NCHC",20162017,0.491,36,91,113,917,9.9,1123,0.899,17.5,83.7,2,6,46.3,21.7,72.5,192.5,1780,2018,46.9,1364,1610,45.9,1361,1537,47,1052,1226,46.2,363,413,46.8,260,321,44.8,933,1109,45.7,726,883,45.1
"Michigan","Big Ten",20162017,0.485,35,92,111,934,9.9,1253,0.911,20.3,81.4,6,5,48.5,21.3,73,196.6,1847,2472,42.8,1374,1857,42.5,1460,1904,43.4,1090,1436,43.2,323,505,39,229,374,38,864,1103,43.9,647,852,43.2
"Michigan State","Big Ten",20162017,0.458,34,83,133,874,9.5,1033,0.871,15.9,72,5,5,48.7,21.6,72,190.5,1836,1850,49.8,1357,1474,47.9,1416,1417,50,1058,1138,48.2,378,369,50.6,264,282,48.4,798,806,49.8,596,661,47.4
"Michigan Tech","WCHA",20162017,0.513,45,128,100,1391,9.2,1062,0.906,19,86.2,8,4,51.8,22.3,71.9,186.9,2719,2095,56.5,2106,1545,57.7,2107,1578,57.2,1639,1165,58.5,525,458,53.4,389,324,54.6,1320,953,58.1,1020,691,59.6
"Minnesota","Big Ten",20162017,0.558,37,140,103,1261,11.1,1077,0.904,25.6,81.1,6,4,52,21.8,71.7,189.6,2320,2015,53.5,1765,1532,53.5,1738,1607,52,1324,1232,51.8,502,356,58.5,375,257,59.3,1097,968,53.1,843,741,53.2
"Minnesota-Duluth","NCHC",20162017,0.593,42,140,95,1340,10.4,1181,0.92,20.2,81.1,6,1,46.8,22.2,72.8,195.6,2551,2274,52.9,1965,1657,54.3,1924,1665,53.6,1454,1212,54.5,529,542,49.4,417,391,51.6,1320,1102,54.5,1003,810,55.3
"Minnesota State","WCHA",20162017,0.511,39,119,95,1227,9.7,974,0.902,19.5,82.8,5,3,51.2,22.8,71.5,184.4,2334,1998,53.9,1808,1461,55.3,1769,1497,54.2,1372,1099,55.5,501,437,53.4,383,305,55.7,1023,871,54,784,631,55.4
"Nebraska-Omaha","NCHC",20162017,0.526,39,122,128,1174,10.4,1252,0.898,23.2,78.5,9,6,47.2,21.9,72.1,190.5,2232,2329,48.9,1720,1786,49.1,1590,1709,48.2,1228,1316,48.3,574,534,51.8,433,395,52.3,916,984,48.2,693,748,48.1
"New Hampshire","Hockey East",20162017,0.49,40,124,136,1135,10.9,1338,0.898,21.2,79.9,3,5,43.8,21.9,71.2,186.3,2059,2484,45.3,1596,1940,45.1,1519,1982,43.4,1187,1537,43.6,474,423,52.8,351,334,51.2,853,1092,43.9,663,848,43.9
"Niagara","Atlantic Hockey",20162017,0.397,39,76,168,1011,7.5,1417,0.881,12.3,77.4,6,4,46.7,22.2,72.3,189.2,1952,2522,43.6,1477,1989,42.6,1435,1853,43.6,1091,1448,43,445,586,43.2,322,464,41,769,972,44.2,593,743,44.4
"North Dakota","NCHC",20162017,0.546,40,127,104,1363,9.3,995,0.895,18.5,83.8,6,5,53.7,21.7,72.6,194.8,2617,1902,57.9,1946,1434,57.6,1935,1442,57.3,1452,1079,57.4,604,383,61.2,427,289,59.6,1135,856,57,855,641,57.2
"Northeastern","Hockey East",20162017,0.523,38,140,113,1145,12.2,1079,0.895,27.9,82.7,5,6,45.4,22,72.1,189.6,2144,2164,49.8,1665,1576,51.4,1579,1642,49,1208,1187,50.4,504,459,52.3,403,332,54.8,929,1016,47.8,713,737,49.2
"Northern Michigan","WCHA",20162017,0.458,39,88,108,953,9.2,1240,0.913,14.2,81.5,5,7,49.7,22.6,71.4,184.5,1854,2216,45.6,1378,1695,44.8,1355,1552,46.6,1029,1189,46.4,429,589,42.1,290,442,39.6,708,856,45.3,532,647,45.1
"Notre Dame","Hockey East",20162017,0.54,40,128,93,1310,9.8,1201,0.923,18.5,85.6,4,1,53.5,21.3,72.5,190.9,2465,2254,52.2,1882,1713,52.4,1866,1763,51.4,1424,1364,51.1,532,428,55.4,400,295,57.6,1158,1073,51.9,886,830,51.6
"Ohio State","Big Ten",20162017,0.537,39,153,113,1195,12.8,1213,0.907,31.4,74.5,4,5,52.7,22.2,71.5,185.1,2176,2356,48,1698,1739,49.4,1679,1842,47.7,1319,1363,49.2,429,451,48.8,322,320,50.2,954,1060,47.4,751,786,48.9
"Penn State","Big Ten",20162017,0.552,39,160,108,1719,9.3,1074,0.899,20.5,82.1,9,4,54.9,21.11,71.9,189.3,3102,2083,59.8,2435,1552,61.1,2445,1700,59,1927,1267,60.3,576,305,65.4,435,222,66.2,1334,927,59,1050,692,60.3
"Princeton","ECAC",20162017,0.494,34,103,111,1215,8.5,1168,0.905,21.1,82.8,0,3,46.8,22.2,72.5,191.6,2283,2247,50.4,1781,1727,50.8,1804,1802,50,1421,1390,50.6,422,378,52.8,315,278,53.1,1062,1090,49.3,836,834,50.1
"Providence","Hockey East",20162017,0.542,39,116,92,1356,8.6,995,0.908,18.1,85.6,1,6,53.5,21.7,72.1,191.9,2359,1836,56.2,1870,1398,57.2,1797,1400,56.2,1422,1092,56.6,509,368,58,399,246,61.9,1185,887,57.2,927,691,57.3
"Quinnipiac","ECAC",20162017,0.525,40,121,101,1421,8.5,1044,0.903,18.3,85.9,1,4,53.1,22.4,72.2,189.7,2703,2075,56.6,2059,1518,57.6,1898,1493,56,1421,1093,56.5,729,471,60.8,570,326,63.6,993,763,56.5,746,560,57.1
"Rensselaer","ECAC",20162017,0.429,37,83,138,1001,8.3,1328,0.896,21.3,78.3,5,4,44.6,21.8,71.6,185.2,1886,2436,43.6,1437,1892,43.2,1409,1787,44.1,1067,1372,43.7,411,557,42.5,310,448,40.9,754,1028,42.3,576,784,42.4
"RIT","Atlantic Hockey",20162017,0.453,37,108,111,1269,8.5,980,0.887,18.8,79.1,3,6,53.9,22.1,72.7,192.7,2375,1911,55.4,1787,1441,55.4,1783,1377,56.4,1355,1053,56.3,506,471,51.8,356,337,51.4,985,841,53.9,745,645,53.6
"Robert Morris","Atlantic Hockey",20162017,0.512,38,123,95,1179,10.4,1178,0.919,22.3,84.5,10,2,51.2,22.6,71.3,190.1,2269,2159,51.2,1738,1652,51.3,1573,1517,50.9,1207,1157,51.1,604,570,51.4,450,431,51.1,947,849,52.7,723,658,52.4
"Sacred Heart","Atlantic Hockey",20162017,0.472,37,88,116,1086,8.1,1129,0.897,14.3,85.6,6,7,47.7,22.11,72,185.8,1986,2126,48.3,1548,1626,48.8,1421,1502,48.6,1120,1147,49.4,479,544,46.8,350,408,46.2,908,976,48.2,712,744,48.9
"St. Cloud State","NCHC",20162017,0.52,36,105,109,1105,9.5,1059,0.897,20.1,83.1,4,2,50.7,21.7,71.4,185.3,2058,1928,51.6,1582,1509,51.2,1638,1548,51.4,1277,1206,51.4,374,326,53.4,264,256,50.8,1035,1026,50.2,803,801,50.1
"St. Lawrence","ECAC",20162017,0.518,37,104,88,1081,9.6,1199,0.927,13.7,86.3,7,4,48.8,22.3,71.9,186.6,2023,2196,47.9,1592,1717,48.1,1412,1592,47,1108,1263,46.7,522,528,49.7,410,386,51.5,847,984,46.3,675,783,46.3
"Union","ECAC",20162017,0.555,38,143,113,1255,11.4,1197,0.906,21.1,81,7,5,54.6,22.2,72.6,186.9,2334,2227,51.2,1766,1703,50.9,1714,1683,50.5,1295,1296,50,540,478,53,401,348,53.5,1108,966,53.4,827,750,52.4
"Vermont","Hockey East",20162017,0.532,38,122,106,1196,10.2,1097,0.903,19,83.4,1,4,50.3,22.9,70.5,186.2,2117,2005,51.4,1653,1571,51.3,1582,1444,52.3,1270,1133,52.9,485,505,49,343,389,46.9,911,801,53.2,724,632,53.4
"Western Michigan","NCHC",20162017,0.556,40,133,114,1248,10.7,1187,0.904,20.4,81.4,5,7,51.5,22.1,73,198.6,2188,2260,49.2,1712,1712,50,1635,1603,50.5,1286,1212,51.5,470,598,44,351,446,44,1076,977,52.4,855,730,53.9
"Wisconsin","Big Ten",20162017,0.529,36,122,118,1198,10.2,1027,0.885,21.5,84.5,6,6,48,21.6,72,192.7,2262,1960,53.6,1716,1509,53.2,1730,1513,53.3,1308,1160,53,446,377,54.2,334,286,53.9,986,877,52.9,745,675,52.5
"Yale","ECAC",20162017,0.495,33,99,98,1060,9.3,965,0.898,19.9,80.3,2,7,50.3,21.1,72,185.1,2158,1805,54.5,1587,1411,52.9,1654,1387,54.4,1234,1072,53.5,427,373,53.4,293,299,49.5,992,889,52.7,737,700,51.3
