"Team","Conference","Season","RPI","GP","G","GA","Sh","Sh.","ShA","SV.","PP.","PK.","SHG","SHGA","FO.","Age","Ht","Wt","SAT","SATA","CF.","USAT","USATA","FF.","ESSAT","ESSATA","ESCF.","ESUSAT","ESUSATA","ESFF.","PPSAT","PPSATA","PPCF.","PPUSAT","PPUSATA","PPFF.","CloseSAT","CloseSATA","CloseCF.","CloseUSAT","CloseUSATA","CloseFF."
"North Dakota","WCHA",20102011,0.587,44,178,94,1458,12.2,1046,0.91,22.9,86.1,11,7,NA,27,72.6,194.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20102011,0.497,38,108,104,1111,9.7,1286,0.919,16.8,81.2,5,5,NA,27.1,72.2,193.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","CCHA",20102011,0.489,39,91,117,964,9.4,1308,0.911,17.6,79.5,1,6,NA,27.6,71.6,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","CCHA",20102011,0.543,44,151,121,1439,10.5,1162,0.896,15.8,80.7,13,4,NA,26.4,72.1,193.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","CCHA",20102011,0.489,37,95,92,1173,8.1,1108,0.917,15.9,82.1,3,4,NA,27.4,72.3,190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20102011,0.511,32,105,88,1193,8.8,884,0.9,22.8,78.2,8,5,NA,27,72.1,192.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20102011,0.461,34,75,116,1072,7,1138,0.898,10.1,81.8,3,2,NA,27,72.1,188.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20102011,0.503,39,95,102,1143,8.3,1168,0.913,14,81.1,1,5,NA,27.4,71.6,178.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20102011,0.524,38,110,90,991,11.1,1124,0.92,17.6,84.3,5,3,NA,27.2,72.2,195.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20102011,0.506,38,128,99,1302,9.8,1210,0.918,18.9,83.6,7,8,NA,27.1,71.4,185.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","Atlantic Hockey",20102011,0.499,35,107,97,1239,8.6,1163,0.917,15.9,84.1,3,2,NA,27.9,71.9,183.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20102011,0.411,37,95,173,1036,9.2,1532,0.887,13.4,70.6,3,7,NA,27.6,71.6,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","WCHA",20102011,0.511,38,112,113,1046,10.7,1181,0.904,18.3,83.9,4,4,NA,27.1,72.4,191.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20102011,0.475,40,101,124,1093,9.2,1257,0.901,19.9,85,3,3,NA,27.6,72,189.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20102011,0.553,40,144,84,1302,11.1,1003,0.916,29.5,82.8,2,6,NA,27.9,71.9,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20102011,0.465,36,82,116,1078,7.6,1163,0.9,13.3,79.4,3,4,NA,26.11,73,196.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","CCHA",20102011,0.53,42,116,104,1116,10.4,1126,0.908,17.3,78.7,4,5,NA,27.5,71.2,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WCHA",20102011,0.52,41,129,98,1212,10.6,1137,0.914,21.6,79.8,4,3,NA,26.5,71.5,187.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20102011,0.579,36,151,74,1307,11.6,957,0.923,24.7,83.1,7,5,NA,27.4,71.4,185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20112012,0.513,39,119,83,1292,9.2,963,0.914,17.1,81.2,3,4,NA,26.5,71.9,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-Huntsville","Independent",20112012,0.399,31,37,126,644,5.7,1183,0.893,7.3,74,1,4,NA,26.6,72,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","CCHA",20112012,0.485,36,84,94,1070,7.9,935,0.899,15.9,81.4,2,2,NA,26.8,71.7,192.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska-Anchorage","WCHA",20112012,0.447,36,85,134,900,9.4,1010,0.867,19.5,81.1,2,5,NA,26.8,72,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American International","Atlantic Hockey",20112012,0.407,37,82,137,1105,7.4,1373,0.9,15.6,80,4,5,NA,26.11,72,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army","Atlantic Hockey",20112012,0.398,34,65,120,997,6.5,1118,0.893,13.2,80.3,2,6,NA,27.2,71.1,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bemidji State","WCHA",20112012,0.504,38,101,109,941,10.7,1130,0.904,21.2,83.7,2,3,NA,26.11,71.2,183.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentley","Atlantic Hockey",20112012,0.469,40,114,109,1231,9.3,1321,0.917,11.4,82.9,5,3,NA,26.8,71.6,182.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston College","Hockey East",20112012,0.578,44,157,89,1346,11.7,1189,0.925,22.3,88.5,11,6,NA,25.2,71.7,188.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston University","Hockey East",20112012,0.547,39,139,112,1251,11.1,1355,0.917,22.8,82.4,9,2,NA,25.1,72.3,191.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowling Green","CCHA",20112012,0.48,44,85,129,1157,7.3,1255,0.897,8.9,82.5,3,3,NA,26.2,72.3,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown","ECAC",20112012,0.454,32,75,97,968,7.7,980,0.901,14.7,83,4,5,NA,25.1,71.5,184.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canisius","Atlantic Hockey",20112012,0.434,36,66,111,892,7.4,1221,0.909,8.3,77.7,2,6,NA,25.8,72.8,191.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarkson","ECAC",20112012,0.484,39,105,109,1091,9.6,1254,0.913,17.9,82,2,4,NA,25.11,72.3,191.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colgate","ECAC",20112012,0.505,39,121,113,1196,10.1,1113,0.898,18.5,78.9,11,8,NA,26.5,72,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado College","WCHA",20112012,0.515,36,114,104,1099,10.4,1099,0.905,22.8,79.2,5,11,NA,25.7,71.7,189.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Atlantic Hockey",20112012,0.461,39,112,105,1113,10.1,1315,0.92,25.7,84.2,4,1,NA,26.7,71.4,182.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20112012,0.538,35,100,79,862,11.6,949,0.917,16.5,80,6,2,NA,25.3,72.6,188.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20112012,0.48,33,93,102,928,10,1025,0.9,14,77.6,2,2,NA,26.2,72.4,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","WCHA",20112012,0.545,43,139,111,1366,10.2,1376,0.919,21.5,82.6,3,6,NA,25.6,72.1,187.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","CCHA",20112012,0.549,43,124,94,1234,10,1192,0.921,18.9,85.6,6,1,NA,26.4,71.7,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20112012,0.516,34,106,100,1010,10.5,1090,0.908,27.3,79.4,1,2,NA,25.4,72.8,197.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy Cross","Atlantic Hockey",20112012,0.483,39,120,107,1241,9.7,1026,0.896,19.6,84,5,4,NA,26.6,71.8,185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","CCHA",20112012,0.515,40,102,108,1178,8.7,1276,0.915,18.8,82.5,4,4,NA,26.5,72,192.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20112012,0.546,40,133,114,1282,10.4,1130,0.899,26.7,79.2,5,9,NA,26,71,182.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20112012,0.498,36,114,118,1112,10.3,1062,0.889,18.2,76.1,2,4,NA,25.1,72.1,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20112012,0.543,38,126,94,1245,10.1,1132,0.917,21,80.4,5,3,NA,25.11,71.4,183.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20112012,0.488,40,111,116,1161,9.6,1449,0.92,18.9,82.4,2,5,NA,26.2,71.9,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20112012,0.53,37,102,83,1128,9,1086,0.924,18,81.2,3,5,NA,26.9,72.3,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","CCHA",20112012,0.549,41,122,86,1267,9.6,1034,0.917,15.1,85.2,8,4,NA,26.2,72.3,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","CCHA",20112012,0.56,41,132,89,1376,9.6,1242,0.928,14.6,84.2,4,1,NA,25.2,71.8,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","CCHA",20112012,0.535,39,111,103,1090,10.2,1278,0.919,16.7,87,3,2,NA,26.2,72,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20112012,0.493,39,111,116,1228,9,1175,0.901,18.3,81.7,6,3,NA,26.5,72.1,192.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","WCHA",20112012,0.549,43,155,99,1474,10.5,1070,0.907,22.8,80.3,7,4,NA,25.7,72.4,193.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","WCHA",20112012,0.548,41,147,106,1500,9.8,1131,0.906,20.5,77.6,1,2,NA,26.3,71.9,189.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20112012,0.459,38,101,129,1191,8.5,1259,0.898,19.7,80,7,3,NA,26.6,72.6,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","WCHA",20112012,0.49,38,106,112,1291,8.2,1077,0.896,17.1,81.9,10,3,NA,26.4,72.9,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20112012,0.5,37,108,110,1275,8.5,1154,0.905,18.6,85,6,3,NA,25.9,72,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","Atlantic Hockey",20112012,0.502,37,101,81,1296,7.8,1145,0.929,20.4,82.6,5,6,NA,26.6,71.5,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Dakota","WCHA",20112012,0.555,42,135,108,1240,10.9,1125,0.904,22,81.1,5,5,NA,25.6,72.5,192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20112012,0.506,34,97,101,908,10.7,1141,0.911,13.7,80.7,4,11,NA,26.2,73,195.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","CCHA",20112012,0.531,37,106,102,943,11.2,1161,0.912,20,86,2,3,NA,26.4,72.2,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","CCHA",20112012,0.524,40,101,107,1160,8.7,1001,0.893,18.5,82.9,3,3,NA,25.8,72,192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","CCHA",20112012,0.517,35,91,92,1135,8,1080,0.915,17.6,83,2,4,NA,25.9,72.1,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20112012,0.467,32,85,105,943,9,1074,0.902,17.2,79.3,1,6,NA,25.1,72.1,189.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20112012,0.491,38,94,122,1180,8,1115,0.891,15.1,79.9,8,2,NA,26,71.9,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20112012,0.508,40,122,98,1397,8.7,990,0.901,20.4,89.4,4,5,NA,26.9,71.8,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20112012,0.457,39,78,111,1059,7.4,1081,0.897,14.6,83.3,4,4,NA,26.1,72.3,192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20112012,0.501,39,99,86,1348,7.3,1134,0.924,17.3,84.7,6,3,NA,27.1,71.8,184.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","Atlantic Hockey",20112012,0.476,39,102,103,1252,8.1,1321,0.922,12.8,89.9,4,2,NA,26.11,71.7,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20112012,0.394,37,84,173,961,8.7,1441,0.88,8.8,77.5,2,10,NA,26.9,71.5,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","WCHA",20112012,0.513,39,120,104,1032,11.6,1266,0.918,22.7,77.7,3,3,NA,25.11,71.6,187.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20112012,0.477,36,88,120,944,9.3,1074,0.888,19.2,80.5,1,1,NA,26.6,72,190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20112012,0.556,41,143,75,1433,10,1073,0.93,24.2,84.5,6,4,NA,26.1,72,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20112012,0.437,34,73,140,889,8.2,1043,0.866,15.6,70.1,3,5,NA,26.1,72.4,189.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","CCHA",20112012,0.541,41,114,92,1227,9.3,961,0.904,20.5,85.1,2,6,NA,26.2,70.9,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WCHA",20112012,0.511,37,105,102,975,10.8,1118,0.909,20.6,76.3,5,4,NA,25.4,72.2,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20112012,0.494,35,123,106,1263,9.7,1096,0.903,22.4,84.6,4,5,NA,26,71.2,183.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20122013,0.499,37,120,92,1253,9.6,1066,0.914,18.2,82.9,4,5,NA,25.9,71.8,181.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-Huntsville","Independent",20122013,0.377,22,25,96,499,5,864,0.889,10.3,78.3,0,1,NA,25.1,71.9,190.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","CCHA",20122013,0.506,37,95,97,1259,7.5,940,0.897,14.4,89.9,6,5,NA,25.5,71.7,188.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska-Anchorage","WCHA",20122013,0.436,36,67,133,767,8.7,1103,0.879,14.4,74.5,4,1,NA,26,72.1,190.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American International","Atlantic Hockey",20122013,0.46,35,88,112,1063,8.3,1347,0.917,22,79.3,3,3,NA,26.2,72,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army","Atlantic Hockey",20122013,0.424,34,73,121,1007,7.2,1166,0.896,12,76.7,2,2,NA,25.4,71.8,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bemidji State","WCHA",20122013,0.447,36,74,110,857,8.6,1172,0.906,18.6,80.2,1,0,NA,26.1,71.3,183.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentley","Atlantic Hockey",20122013,0.449,35,108,116,1075,10,1262,0.908,16.3,83.7,5,5,NA,25.6,71.9,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston College","Hockey East",20122013,0.541,38,128,107,1150,11.1,1138,0.906,21.1,83.8,1,7,NA,24.1,71.8,185.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston University","Hockey East",20122013,0.522,39,120,110,1216,9.9,1302,0.916,17.5,83.7,7,6,NA,24.7,72.2,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowling Green","CCHA",20122013,0.489,41,100,105,1142,8.8,1137,0.908,13.7,76.4,2,7,NA,25.8,72.4,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown","ECAC",20122013,0.514,36,90,85,1106,8.1,1164,0.927,16,78,4,3,NA,25.2,71.7,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canisius","Atlantic Hockey",20122013,0.491,43,113,104,1280,8.8,1457,0.929,18.5,90.1,5,3,NA,25.4,73.1,192.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarkson","ECAC",20122013,0.47,36,89,113,1055,8.4,1061,0.893,16.3,77.5,4,3,NA,25.1,72.1,188.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colgate","ECAC",20122013,0.487,36,109,102,1038,10.5,1029,0.901,22.7,80.9,5,1,NA,25.1,71.5,182.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado College","WCHA",20122013,0.512,42,133,141,1152,11.5,1410,0.9,17.1,80,8,2,NA,24.9,72.3,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Atlantic Hockey",20122013,0.499,37,102,94,1161,8.8,1181,0.92,18.6,85.8,1,5,NA,25.7,71.9,184.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20122013,0.508,34,83,91,936,8.9,995,0.909,14.7,79.2,2,0,NA,24.6,72.7,191.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20122013,0.51,34,94,88,1029,9.1,962,0.909,15,88.6,5,5,NA,24.9,72.5,185.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","WCHA",20122013,0.536,39,131,108,1231,10.6,1265,0.915,21.3,85.2,3,8,NA,24.7,71.9,186.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","CCHA",20122013,0.507,37,96,89,1042,9.2,1115,0.92,20.8,84.3,4,3,NA,25.1,71.2,180.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20122013,0.47,32,73,101,861,8.5,1132,0.911,12.5,79.8,4,2,NA,24.4,72.7,192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
