Game,Season,Team,Win,Goals,Status,Opponent,OpponentGoals
698,20172018,Merrimack,Loss,3,Home,Boston University,4
698,20172018,Boston University,Win,4,Away,Merrimack,3
699,20172018,Maine,Tie,2,Home,New Hampshire,2
699,20172018,New Hampshire,Tie,2,Away,Maine,2
700,20172018,Massachusetts,Win,3,Home,Northeastern,0
700,20172018,Northeastern,Loss,0,Away,Massachusetts,3
701,20172018,Vermont,Loss,2,Home,Massachusetts-Lowell,3
701,20172018,Massachusetts-Lowell,Win,3,Away,Vermont,2
702,20172018,Denver,Win,5,Home,Nebraska-Omaha,0
702,20172018,Nebraska-Omaha,Loss,0,Away,Denver,5
703,20172018,Minnesota-Duluth,Win,5,Home,North Dakota,3
703,20172018,North Dakota,Loss,3,Away,Minnesota-Duluth,5
704,20172018,Western Michigan,Win,3,Home,Colorado College,2
704,20172018,Colorado College,Loss,2,Away,Western Michigan,3
705,20172018,Bowling Green,Win,6,Home,Alaska-Anchorage,2
705,20172018,Alaska-Anchorage,Loss,2,Away,Bowling Green,6
706,20172018,Ferris State,Loss,0,Home,Bemidji State,2
706,20172018,Bemidji State,Win,2,Away,Ferris State,0
707,20172018,Michigan Tech,Win,5,Home,Alaska,2
707,20172018,Alaska,Loss,2,Away,Michigan Tech,5
708,20172018,Northern Michigan,Win,3,Home,Lake Superior,2
708,20172018,Lake Superior,Loss,2,Away,Northern Michigan,3
709,20172018,Arizona State,Tie,2,Home,Quinnipiac,2
709,20172018,Quinnipiac,Tie,2,Away,Arizona State,2
710,20172018,Holy Cross,Loss,0,Home,Niagara,6
710,20172018,Niagara,Win,6,Away,Holy Cross,0
711,20172018,Mercyhurst,Tie,4,Home,American International,4
711,20172018,American International,Tie,4,Away,Mercyhurst,4
712,20172018,RIT,Win,2,Home,Canisius,0
712,20172018,Canisius,Loss,0,Away,RIT,2
713,20172018,Robert Morris,Tie,3,Home,Bentley,3
713,20172018,Bentley,Tie,3,Away,Robert Morris,3
714,20172018,Michigan State,Loss,1,Neutral,Minnesota,2
714,20172018,Minnesota,Win,2,Neutral,Michigan State,1
715,20172018,Michigan,Win,3,Home,Penn State,2
715,20172018,Penn State,Loss,2,Away,Michigan,3
716,20172018,Brown,Loss,0,Home,Union,2
716,20172018,Union,Win,2,Away,Brown,0
717,20172018,Clarkson,Loss,2,Home,Dartmouth,3
717,20172018,Dartmouth,Win,3,Away,Clarkson,2
718,20172018,Colgate,Loss,0,Home,Cornell,2
718,20172018,Cornell,Win,2,Away,Colgate,0
719,20172018,St. Lawrence,Loss,3,Home,Harvard,4
719,20172018,Harvard,Win,4,Away,St. Lawrence,3
720,20172018,Yale,Win,5,Home,Rensselaer,1
720,20172018,Rensselaer,Loss,1,Away,Yale,5
721,20172018,Boston University,Win,3,Home,Merrimack,1
721,20172018,Merrimack,Loss,1,Away,Boston University,3
722,20172018,Maine,Tie,3,Home,New Hampshire,3
722,20172018,New Hampshire,Tie,3,Away,Maine,3
723,20172018,Northeastern,Win,5,Home,Massachusetts,0
723,20172018,Massachusetts,Loss,0,Away,Northeastern,5
724,20172018,Providence,Loss,1,Home,Connecticut,3
724,20172018,Connecticut,Win,3,Away,Providence,1
725,20172018,Vermont,Win,6,Home,Massachusetts-Lowell,3
725,20172018,Massachusetts-Lowell,Loss,3,Away,Vermont,6
726,20172018,Denver,Win,4,Home,Nebraska-Omaha,0
726,20172018,Nebraska-Omaha,Loss,0,Away,Denver,4
727,20172018,Minnesota-Duluth,Win,5,Home,North Dakota,2
727,20172018,North Dakota,Loss,2,Away,Minnesota-Duluth,5
728,20172018,Western Michigan,Loss,5,Home,Colorado College,6
728,20172018,Colorado College,Win,6,Away,Western Michigan,5
729,20172018,Bowling Green,Win,3,Home,Alaska-Anchorage,2
729,20172018,Alaska-Anchorage,Loss,2,Away,Bowling Green,3
730,20172018,Ferris State,Loss,1,Home,Bemidji State,4
730,20172018,Bemidji State,Win,4,Away,Ferris State,1
731,20172018,Michigan Tech,Win,4,Home,Alaska,3
731,20172018,Alaska,Loss,3,Away,Michigan Tech,4
732,20172018,Northern Michigan,Win,3,Home,Lake Superior,2
732,20172018,Lake Superior,Loss,2,Away,Northern Michigan,3
733,20172018,Arizona State,Loss,3,Home,Quinnipiac,5
733,20172018,Quinnipiac,Win,5,Away,Arizona State,3
734,20172018,St. Cloud State,Loss,2,Home,Minnesota State,5
734,20172018,Minnesota State,Win,5,Away,St. Cloud State,2
735,20172018,Wisconsin,Win,5,Neutral,Notre Dame,0
735,20172018,Notre Dame,Loss,0,Neutral,Wisconsin,5
736,20172018,Boston College,Win,2,Home,Massachusetts,1
736,20172018,Massachusetts,Loss,1,Away,Boston College,2
737,20172018,Minnesota State,Win,1,Home,Minnesota-Duluth,0
737,20172018,Minnesota-Duluth,Loss,0,Away,Minnesota State,1
738,20172018,American International,Win,3,Home,Robert Morris,1
738,20172018,Robert Morris,Loss,1,Away,American International,3
739,20172018,Army,Tie,2,Home,Mercyhurst,2
739,20172018,Mercyhurst,Tie,2,Away,Army,2
740,20172018,Bentley,Loss,2,Home,Canisius,3
740,20172018,Canisius,Win,3,Away,Bentley,2
741,20172018,Holy Cross,Win,4,Home,RIT,0
741,20172018,RIT,Loss,0,Away,Holy Cross,4
742,20172018,Niagara,Loss,2,Home,Air Force,4
742,20172018,Air Force,Win,4,Away,Niagara,2
743,20172018,Ohio State,Win,4,Home,Michigan,0
743,20172018,Michigan,Loss,0,Away,Ohio State,4
744,20172018,Minnesota,Win,1,Home,Notre Dame,0
744,20172018,Notre Dame,Loss,0,Away,Minnesota,1
745,20172018,Wisconsin,Win,4,Home,Penn State,2
745,20172018,Penn State,Loss,2,Away,Wisconsin,4
746,20172018,Clarkson,Win,4,Home,Yale,1
746,20172018,Yale,Loss,1,Away,Clarkson,4
747,20172018,Dartmouth,Win,2,Home,Colgate,1
747,20172018,Colgate,Loss,1,Away,Dartmouth,2
748,20172018,Harvard,Loss,0,Home,Cornell,3
748,20172018,Cornell,Win,3,Away,Harvard,0
749,20172018,St. Lawrence,Win,3,Home,Brown,2
749,20172018,Brown,Loss,2,Away,St. Lawrence,3
750,20172018,Merrimack,Loss,1,Home,Vermont,2
750,20172018,Vermont,Win,2,Away,Merrimack,1
751,20172018,Northeastern,Tie,4,Home,Providence,4
751,20172018,Providence,Tie,4,Away,Northeastern,4
752,20172018,Massachusetts,Loss,2,Home,Maine,3
752,20172018,Maine,Win,3,Away,Massachusetts,2
753,20172018,Massachusetts-Lowell,Win,3,Home,Boston College,2
753,20172018,Boston College,Loss,2,Away,Massachusetts-Lowell,3
754,20172018,New Hampshire,Loss,2,Home,Connecticut,4
754,20172018,Connecticut,Win,4,Away,New Hampshire,2
755,20172018,Colorado College,Win,6,Home,Miami,3
755,20172018,Miami,Loss,3,Away,Colorado College,6
756,20172018,Minnesota-Duluth,Win,5,Home,St. Cloud State,1
756,20172018,St. Cloud State,Loss,1,Away,Minnesota-Duluth,5
757,20172018,North Dakota,Tie,3,Home,Denver,3
757,20172018,Denver,Tie,3,Away,North Dakota,3
758,20172018,Nebraska-Omaha,Win,6,Home,Western Michigan,2
758,20172018,Western Michigan,Loss,2,Away,Nebraska-Omaha,6
759,20172018,Ferris State,Win,4,Home,Michigan Tech,3
759,20172018,Michigan Tech,Loss,3,Away,Ferris State,4
760,20172018,Lake Superior,Loss,3,Home,Bowling Green,5
760,20172018,Bowling Green,Win,5,Away,Lake Superior,3
761,20172018,Alaska-Anchorage,Loss,2,Home,Northern Michigan,4
761,20172018,Northern Michigan,Win,4,Away,Alaska-Anchorage,2
762,20172018,Alabama-Huntsville,Win,5,Home,Bemidji State,1
762,20172018,Bemidji State,Loss,1,Away,Alabama-Huntsville,5
763,20172018,Arizona State,Loss,0,Home,Boston University,8
763,20172018,Boston University,Win,8,Away,Arizona State,0
764,20172018,American International,Loss,3,Home,Robert Morris,5
764,20172018,Robert Morris,Win,5,Away,American International,3
765,20172018,Army,Loss,1,Home,Mercyhurst,6
765,20172018,Mercyhurst,Win,6,Away,Army,1
766,20172018,Bentley,Win,3,Home,Canisius,2
766,20172018,Canisius,Loss,2,Away,Bentley,3
767,20172018,Holy Cross,Loss,2,Home,RIT,3
767,20172018,RIT,Win,3,Away,Holy Cross,2
768,20172018,Niagara,Loss,3,Home,Air Force,5
768,20172018,Air Force,Win,5,Away,Niagara,3
769,20172018,Ohio State,Win,5,Home,Michigan,3
769,20172018,Michigan,Loss,3,Away,Ohio State,5
770,20172018,Minnesota,Loss,1,Home,Notre Dame,4
770,20172018,Notre Dame,Win,4,Away,Minnesota,1
771,20172018,Wisconsin,Tie,4,Home,Penn State,4
771,20172018,Penn State,Tie,4,Away,Wisconsin,4
772,20172018,Clarkson,Tie,2,Home,Brown,2
772,20172018,Brown,Tie,2,Away,Clarkson,2
773,20172018,Dartmouth,Loss,1,Home,Cornell,3
773,20172018,Cornell,Win,3,Away,Dartmouth,1
774,20172018,Harvard,Loss,0,Home,Colgate,2
774,20172018,Colgate,Win,2,Away,Harvard,0
775,20172018,St. Lawrence,Win,1,Home,Yale,0
775,20172018,Yale,Loss,0,Away,St. Lawrence,1
776,20172018,Boston College,Win,5,Home,Massachusetts-Lowell,2
776,20172018,Massachusetts-Lowell,Loss,2,Away,Boston College,5
777,20172018,Merrimack,Loss,1,Home,Vermont,2
777,20172018,Vermont,Win,2,Away,Merrimack,1
778,20172018,Providence,Win,2,Home,Northeastern,1
778,20172018,Northeastern,Loss,1,Away,Providence,2
779,20172018,Connecticut,Win,3,Home,New Hampshire,2
779,20172018,New Hampshire,Loss,2,Away,Connecticut,3
780,20172018,Massachusetts,Loss,2,Home,Maine,3
780,20172018,Maine,Win,3,Away,Massachusetts,2
781,20172018,Colorado College,Tie,4,Home,Miami,4
781,20172018,Miami,Tie,4,Away,Colorado College,4
782,20172018,Minnesota-Duluth,Loss,1,Home,St. Cloud State,2
782,20172018,St. Cloud State,Win,2,Away,Minnesota-Duluth,1
783,20172018,North Dakota,Tie,1,Home,Denver,1
783,20172018,Denver,Tie,1,Away,North Dakota,1
784,20172018,Nebraska-Omaha,Win,7,Home,Western Michigan,3
784,20172018,Western Michigan,Loss,3,Away,Nebraska-Omaha,7
785,20172018,Ferris State,Win,3,Home,Michigan Tech,1
785,20172018,Michigan Tech,Loss,1,Away,Ferris State,3
786,20172018,Lake Superior,Loss,2,Home,Bowling Green,3
786,20172018,Bowling Green,Win,3,Away,Lake Superior,2
787,20172018,Alaska-Anchorage,Loss,3,Home,Northern Michigan,5
787,20172018,Northern Michigan,Win,5,Away,Alaska-Anchorage,3
788,20172018,Alabama-Huntsville,Loss,1,Home,Bemidji State,5
788,20172018,Bemidji State,Win,5,Away,Alabama-Huntsville,1
789,20172018,Arizona State,Loss,3,Home,Boston University,4
789,20172018,Boston University,Win,4,Away,Arizona State,3
790,20172018,Union,Win,4,Neutral,Rensselaer,3
790,20172018,Rensselaer,Loss,3,Neutral,Union,4
791,20172018,Quinnipiac,Loss,3,Home,Princeton,5
791,20172018,Princeton,Win,5,Away,Quinnipiac,3
792,20172018,Air Force,Win,3,Home,American International,0
792,20172018,American International,Loss,0,Away,Air Force,3
793,20172018,Army,Win,6,Home,Niagara,2
793,20172018,Niagara,Loss,2,Away,Army,6
794,20172018,Canisius,Loss,1,Home,Holy Cross,5
794,20172018,Holy Cross,Win,5,Away,Canisius,1
795,20172018,RIT,Loss,3,Home,Bentley,4
795,20172018,Bentley,Win,4,Away,RIT,3
796,20172018,Sacred Heart,Loss,1,Home,Robert Morris,4
796,20172018,Robert Morris,Win,4,Away,Sacred Heart,1
797,20172018,Ohio State,Win,4,Home,Michigan State,2
797,20172018,Michigan State,Loss,2,Away,Ohio State,4
798,20172018,Penn State,Loss,3,Home,Notre Dame,5
798,20172018,Notre Dame,Win,5,Away,Penn State,3
799,20172018,Michigan,Win,5,Home,Wisconsin,3
799,20172018,Wisconsin,Loss,3,Away,Michigan,5
800,20172018,Colgate,Win,3,Home,Rensselaer,0
800,20172018,Rensselaer,Loss,0,Away,Colgate,3
801,20172018,Cornell,Win,4,Home,Union,3
801,20172018,Union,Loss,3,Away,Cornell,4
802,20172018,Dartmouth,Loss,1,Home,Harvard,4
802,20172018,Harvard,Win,4,Away,Dartmouth,1
803,20172018,Princeton,Win,5,Home,St. Lawrence,4
803,20172018,St. Lawrence,Loss,4,Away,Princeton,5
804,20172018,Quinnipiac,Win,4,Home,Clarkson,1
804,20172018,Clarkson,Loss,1,Away,Quinnipiac,4
805,20172018,Maine,Win,4,Home,Merrimack,3
805,20172018,Merrimack,Loss,3,Away,Maine,4
806,20172018,Northeastern,Tie,1,Home,New Hampshire,1
806,20172018,New Hampshire,Tie,1,Away,Northeastern,1
807,20172018,Connecticut,Win,5,Home,Boston College,3
807,20172018,Boston College,Loss,3,Away,Connecticut,5
808,20172018,Massachusetts,Loss,2,Home,Boston University,3
808,20172018,Boston University,Win,3,Away,Massachusetts,2
809,20172018,Vermont,Tie,2,Home,Providence,2
809,20172018,Providence,Tie,2,Away,Vermont,2
810,20172018,Denver,Win,1,Home,Minnesota-Duluth,0
810,20172018,Minnesota-Duluth,Loss,0,Away,Denver,1
811,20172018,Miami,Win,4,Home,Western Michigan,2
811,20172018,Western Michigan,Loss,2,Away,Miami,4
812,20172018,St. Cloud State,Win,5,Home,Nebraska-Omaha,3
812,20172018,Nebraska-Omaha,Loss,3,Away,St. Cloud State,5
813,20172018,Bowling Green,Win,7,Home,Michigan Tech,2
813,20172018,Michigan Tech,Loss,2,Away,Bowling Green,7
814,20172018,Bemidji State,Loss,0,Home,Lake Superior,2
814,20172018,Lake Superior,Win,2,Away,Bemidji State,0
815,20172018,Minnesota State,Win,7,Home,Alaska-Anchorage,1
815,20172018,Alaska-Anchorage,Loss,1,Away,Minnesota State,7
816,20172018,Alaska,Win,4,Home,Ferris State,2
816,20172018,Ferris State,Loss,2,Away,Alaska,4
817,20172018,Yale,Win,3,Home,Arizona State,2
817,20172018,Arizona State,Loss,2,Away,Yale,3
818,20172018,Air Force,Tie,2,Home,American International,2
818,20172018,American International,Tie,2,Away,Air Force,2
819,20172018,Army,Tie,1,Home,Niagara,1
819,20172018,Niagara,Tie,1,Away,Army,1
820,20172018,Canisius,Win,5,Home,Holy Cross,2
820,20172018,Holy Cross,Loss,2,Away,Canisius,5
821,20172018,RIT,Loss,2,Home,Bentley,5
821,20172018,Bentley,Win,5,Away,RIT,2
822,20172018,Sacred Heart,Loss,1,Home,Robert Morris,3
822,20172018,Robert Morris,Win,3,Away,Sacred Heart,1
823,20172018,Ohio State,Loss,3,Home,Michigan State,6
823,20172018,Michigan State,Win,6,Away,Ohio State,3
824,20172018,Penn State,Tie,2,Home,Notre Dame,2
824,20172018,Notre Dame,Tie,2,Away,Penn State,2
825,20172018,Michigan,Loss,2,Home,Wisconsin,4
825,20172018,Wisconsin,Win,4,Away,Michigan,2
826,20172018,Colgate,Loss,1,Home,Union,3
826,20172018,Union,Win,3,Away,Colgate,1
827,20172018,Cornell,Loss,1,Home,Rensselaer,2
827,20172018,Rensselaer,Win,2,Away,Cornell,1
828,20172018,Princeton,Win,4,Home,Clarkson,3
828,20172018,Clarkson,Loss,3,Away,Princeton,4
829,20172018,Quinnipiac,Win,5,Home,St. Lawrence,2
829,20172018,St. Lawrence,Loss,2,Away,Quinnipiac,5
830,20172018,Maine,Loss,2,Home,Merrimack,3
830,20172018,Merrimack,Win,3,Away,Maine,2
831,20172018,New Hampshire,Win,3,Home,Massachusetts,1
831,20172018,Massachusetts,Loss,1,Away,New Hampshire,3
832,20172018,Vermont,Win,4,Home,Providence,3
832,20172018,Providence,Loss,3,Away,Vermont,4
833,20172018,Denver,Win,4,Home,Minnesota-Duluth,3
833,20172018,Minnesota-Duluth,Loss,3,Away,Denver,4
834,20172018,Miami,Loss,2,Home,Western Michigan,3
834,20172018,Western Michigan,Win,3,Away,Miami,2
835,20172018,St. Cloud State,Win,6,Home,Nebraska-Omaha,2
835,20172018,Nebraska-Omaha,Loss,2,Away,St. Cloud State,6
836,20172018,Bowling Green,Loss,0,Home,Michigan Tech,4
836,20172018,Michigan Tech,Win,4,Away,Bowling Green,0
837,20172018,Bemidji State,Loss,0,Home,Lake Superior,2
837,20172018,Lake Superior,Win,2,Away,Bemidji State,0
838,20172018,Minnesota State,Win,4,Home,Alaska-Anchorage,3
838,20172018,Alaska-Anchorage,Loss,3,Away,Minnesota State,4
839,20172018,Alaska,Win,4,Home,Ferris State,1
839,20172018,Ferris State,Loss,1,Away,Alaska,4
840,20172018,Alabama-Huntsville,Loss,3,Home,Northern Michigan,4
840,20172018,Northern Michigan,Win,4,Away,Alabama-Huntsville,3
841,20172018,Brown,Loss,4,Home,Connecticut,6
841,20172018,Connecticut,Win,6,Away,Brown,4
842,20172018,Yale,Win,4,Home,Arizona State,3
842,20172018,Arizona State,Loss,3,Away,Yale,4
843,20172018,Alabama-Huntsville,Win,4,Home,Northern Michigan,2
843,20172018,Northern Michigan,Loss,2,Away,Alabama-Huntsville,4
844,20172018,Boston College,Loss,0,Neutral,Northeastern,3
844,20172018,Northeastern,Win,3,Neutral,Boston College,0
845,20172018,Harvard,Loss,2,Neutral,Boston University,3
845,20172018,Boston University,Win,3,Neutral,Harvard,2
846,20172018,Massachusetts,Win,5,Home,Merrimack,2
846,20172018,Merrimack,Loss,2,Away,Massachusetts,5
847,20172018,Massachusetts-Lowell,Win,4,Home,American International,0
847,20172018,American International,Loss,0,Away,Massachusetts-Lowell,4
848,20172018,Bentley,Win,2,Home,Air Force,0
848,20172018,Air Force,Loss,0,Away,Bentley,2
849,20172018,Canisius,Win,4,Home,Army,1
849,20172018,Army,Loss,1,Away,Canisius,4
850,20172018,Mercyhurst,Win,6,Home,Holy Cross,5
850,20172018,Holy Cross,Loss,5,Away,Mercyhurst,6
851,20172018,Niagara,Loss,1,Home,Sacred Heart,7
851,20172018,Sacred Heart,Win,7,Away,Niagara,1
852,20172018,Robert Morris,Loss,3,Home,RIT,4
852,20172018,RIT,Win,4,Away,Robert Morris,3
853,20172018,Michigan State,Tie,1,Home,Michigan,1
853,20172018,Michigan,Tie,1,Away,Michigan State,1
854,20172018,Notre Dame,Win,2,Home,Ohio State,1
854,20172018,Ohio State,Loss,1,Away,Notre Dame,2
855,20172018,Wisconsin,Loss,2,Home,Minnesota,4
855,20172018,Minnesota,Win,4,Away,Wisconsin,2
856,20172018,Brown,Loss,2,Home,Princeton,7
856,20172018,Princeton,Win,7,Away,Brown,2
857,20172018,Clarkson,Tie,0,Home,Cornell,0
857,20172018,Cornell,Tie,0,Away,Clarkson,0
858,20172018,Rensselaer,Loss,3,Home,Dartmouth,7
858,20172018,Dartmouth,Win,7,Away,Rensselaer,3
859,20172018,St. Lawrence,Win,5,Home,Colgate,2
859,20172018,Colgate,Loss,2,Away,St. Lawrence,5
860,20172018,Union,Win,3,Home,Harvard,1
860,20172018,Harvard,Loss,1,Away,Union,3
861,20172018,Yale,Win,3,Home,Quinnipiac,2
861,20172018,Quinnipiac,Loss,2,Away,Yale,3
862,20172018,Boston College,Win,3,Home,Massachusetts-Lowell,2
862,20172018,Massachusetts-Lowell,Loss,2,Away,Boston College,3
863,20172018,Boston University,Tie,3,Home,Massachusetts,3
863,20172018,Massachusetts,Tie,3,Away,Boston University,3
864,20172018,Northeastern,Loss,2,Home,Connecticut,4
864,20172018,Connecticut,Win,4,Away,Northeastern,2
865,20172018,Providence,Win,3,Home,Maine,2
865,20172018,Maine,Loss,2,Away,Providence,3
866,20172018,New Hampshire,Loss,1,Home,Vermont,2
866,20172018,Vermont,Win,2,Away,New Hampshire,1
867,20172018,Miami,Loss,2,Home,St. Cloud State,5
867,20172018,St. Cloud State,Win,5,Away,Miami,2
868,20172018,North Dakota,Loss,2,Home,Colorado College,4
868,20172018,Colorado College,Win,4,Away,North Dakota,2
869,20172018,Michigan Tech,Loss,2,Home,Bemidji State,4
869,20172018,Bemidji State,Win,4,Away,Michigan Tech,2
870,20172018,Northern Michigan,Win,2,Home,Alaska,1
870,20172018,Alaska,Loss,1,Away,Northern Michigan,2
871,20172018,Alaska-Anchorage,Loss,2,Home,Lake Superior,3
871,20172018,Lake Superior,Win,3,Away,Alaska-Anchorage,2
872,20172018,Alabama-Huntsville,Loss,2,Home,Minnesota State,3
872,20172018,Minnesota State,Win,3,Away,Alabama-Huntsville,2
873,20172018,Bentley,Loss,2,Home,Air Force,4
873,20172018,Air Force,Win,4,Away,Bentley,2
874,20172018,Canisius,Loss,2,Home,Army,3
874,20172018,Army,Win,3,Away,Canisius,2
875,20172018,Mercyhurst,Win,4,Home,Holy Cross,0
875,20172018,Holy Cross,Loss,0,Away,Mercyhurst,4
876,20172018,Niagara,Loss,3,Home,Sacred Heart,5
876,20172018,Sacred Heart,Win,5,Away,Niagara,3
877,20172018,Robert Morris,Loss,2,Home,RIT,6
877,20172018,RIT,Win,6,Away,Robert Morris,2
878,20172018,Michigan State,Loss,2,Neutral,Michigan,3
878,20172018,Michigan,Win,3,Neutral,Michigan State,2
879,20172018,Notre Dame,Loss,1,Home,Ohio State,5
879,20172018,Ohio State,Win,5,Away,Notre Dame,1
880,20172018,Wisconsin,Loss,1,Home,Minnesota,7
880,20172018,Minnesota,Win,7,Away,Wisconsin,1
881,20172018,Brown,Loss,0,Home,Quinnipiac,3
881,20172018,Quinnipiac,Win,3,Away,Brown,0
882,20172018,Clarkson,Tie,4,Home,Colgate,4
882,20172018,Colgate,Tie,4,Away,Clarkson,4
883,20172018,St. Lawrence,Loss,0,Home,Cornell,1
883,20172018,Cornell,Win,1,Away,St. Lawrence,0
884,20172018,Union,Win,2,Home,Dartmouth,1
884,20172018,Dartmouth,Loss,1,Away,Union,2
885,20172018,Yale,Win,7,Home,Princeton,2
885,20172018,Princeton,Loss,2,Away,Yale,7
886,20172018,Massachusetts,Win,3,Home,Massachusetts-Lowell,0
886,20172018,Massachusetts-Lowell,Loss,0,Away,Massachusetts,3
887,20172018,New Hampshire,Tie,2,Home,Vermont,2
887,20172018,Vermont,Tie,2,Away,New Hampshire,2
888,20172018,Miami,Loss,0,Home,St. Cloud State,4
888,20172018,St. Cloud State,Win,4,Away,Miami,0
889,20172018,North Dakota,Win,5,Home,Colorado College,1
889,20172018,Colorado College,Loss,1,Away,North Dakota,5
890,20172018,Michigan Tech,Win,5,Home,Bemidji State,1
890,20172018,Bemidji State,Loss,1,Away,Michigan Tech,5
891,20172018,Northern Michigan,Win,4,Home,Alaska,1
891,20172018,Alaska,Loss,1,Away,Northern Michigan,4
892,20172018,Alaska-Anchorage,Loss,1,Home,Lake Superior,2
892,20172018,Lake Superior,Win,2,Away,Alaska-Anchorage,1
893,20172018,Alabama-Huntsville,Loss,1,Home,Minnesota State,6
893,20172018,Minnesota State,Win,6,Away,Alabama-Huntsville,1
894,20172018,Mercyhurst,Loss,5,Home,RIT,6
894,20172018,RIT,Win,6,Away,Mercyhurst,5
895,20172018,Boston University,Loss,2,Neutral,Northeastern,5
895,20172018,Northeastern,Win,5,Neutral,Boston University,2
896,20172018,Harvard,Win,5,Neutral,Boston College,4
896,20172018,Boston College,Loss,4,Neutral,Harvard,5
897,20172018,Air Force,Loss,1,Neutral,Sacred Heart,2
897,20172018,Sacred Heart,Win,2,Neutral,Air Force,1
898,20172018,New Hampshire,Loss,3,Home,Maine,4
898,20172018,Maine,Win,4,Away,New Hampshire,3
899,20172018,Massachusetts,Loss,2,Home,Boston College,5
899,20172018,Boston College,Win,5,Away,Massachusetts,2
900,20172018,Bemidji State,Tie,2,Home,Alaska,2
900,20172018,Alaska,Tie,2,Away,Bemidji State,2
901,20172018,Alaska-Anchorage,Loss,2,Home,Bowling Green,5
901,20172018,Bowling Green,Win,5,Away,Alaska-Anchorage,2
902,20172018,Air Force,Win,7,Home,Canisius,4
902,20172018,Canisius,Loss,4,Away,Air Force,7
903,20172018,Bentley,Loss,1,Home,Army,5
903,20172018,Army,Win,5,Away,Bentley,1
904,20172018,Robert Morris,Loss,1,Home,Mercyhurst,2
904,20172018,Mercyhurst,Win,2,Away,Robert Morris,1
905,20172018,Michigan State,Win,4,Home,Penn State,2
905,20172018,Penn State,Loss,2,Away,Michigan State,4
906,20172018,Notre Dame,Loss,2,Home,Michigan,4
906,20172018,Michigan,Win,4,Away,Notre Dame,2
907,20172018,Minnesota,Win,2,Home,Ohio State,1
907,20172018,Ohio State,Loss,1,Away,Minnesota,2
908,20172018,Colgate,Loss,3,Home,Yale,4
908,20172018,Yale,Win,4,Away,Colgate,3
909,20172018,Cornell,Win,2,Home,Brown,1
909,20172018,Brown,Loss,1,Away,Cornell,2
910,20172018,Dartmouth,Win,3,Home,Clarkson,2
910,20172018,Clarkson,Loss,2,Away,Dartmouth,3
911,20172018,Harvard,Win,5,Home,St. Lawrence,0
911,20172018,St. Lawrence,Loss,0,Away,Harvard,5
912,20172018,Princeton,Win,7,Home,Rensselaer,2
912,20172018,Rensselaer,Loss,2,Away,Princeton,7
913,20172018,Quinnipiac,Loss,2,Home,Union,5
913,20172018,Union,Win,5,Away,Quinnipiac,2
914,20172018,Merrimack,Win,3,Home,New Hampshire,2
914,20172018,New Hampshire,Loss,2,Away,Merrimack,3
915,20172018,Providence,Win,5,Home,Massachusetts-Lowell,2
915,20172018,Massachusetts-Lowell,Loss,2,Away,Providence,5
916,20172018,Connecticut,Win,5,Home,Boston University,4
916,20172018,Boston University,Loss,4,Away,Connecticut,5
917,20172018,Vermont,Loss,3,Home,Northeastern,4
917,20172018,Northeastern,Win,4,Away,Vermont,3
918,20172018,Colorado College,Loss,1,Home,Denver,5
918,20172018,Denver,Win,5,Away,Colorado College,1
919,20172018,Minnesota-Duluth,Win,4,Home,Miami,0
919,20172018,Miami,Loss,0,Away,Minnesota-Duluth,4
920,20172018,Nebraska-Omaha,Win,6,Home,North Dakota,3
920,20172018,North Dakota,Loss,3,Away,Nebraska-Omaha,6
921,20172018,Western Michigan,Tie,5,Home,St. Cloud State,5
921,20172018,St. Cloud State,Tie,5,Away,Western Michigan,5
922,20172018,Bemidji State,Win,2,Home,Alaska,1
922,20172018,Alaska,Loss,1,Away,Bemidji State,2
923,20172018,Minnesota State,Win,7,Home,Ferris State,1
923,20172018,Ferris State,Loss,1,Away,Minnesota State,7
924,20172018,Alaska-Anchorage,Loss,1,Home,Bowling Green,2
924,20172018,Bowling Green,Win,2,Away,Alaska-Anchorage,1
925,20172018,Michigan Tech,Loss,1,Home,Arizona State,2
925,20172018,Arizona State,Win,2,Away,Michigan Tech,1
926,20172018,Air Force,Win,3,Home,Canisius,2
926,20172018,Canisius,Loss,2,Away,Air Force,3
927,20172018,American International,Win,1,Home,Holy Cross,0
927,20172018,Holy Cross,Loss,0,Away,American International,1
928,20172018,Bentley,Win,4,Home,Army,2
928,20172018,Army,Loss,2,Away,Bentley,4
929,20172018,Mercyhurst,Win,3,Home,Robert Morris,2
929,20172018,Robert Morris,Loss,2,Away,Mercyhurst,3
930,20172018,Sacred Heart,Loss,0,Home,RIT,5
930,20172018,RIT,Win,5,Away,Sacred Heart,0
931,20172018,Michigan State,Loss,2,Home,Penn State,3
931,20172018,Penn State,Win,3,Away,Michigan State,2
932,20172018,Minnesota,Tie,1,Home,Ohio State,1
932,20172018,Ohio State,Tie,1,Away,Minnesota,1
933,20172018,Colgate,Win,3,Home,Brown,1
933,20172018,Brown,Loss,1,Away,Colgate,3
934,20172018,Cornell,Win,3,Home,Yale,2
934,20172018,Yale,Loss,2,Away,Cornell,3
935,20172018,Dartmouth,Win,3,Home,St. Lawrence,1
935,20172018,St. Lawrence,Loss,1,Away,Dartmouth,3
936,20172018,Harvard,Win,5,Home,Clarkson,2
936,20172018,Clarkson,Loss,2,Away,Harvard,5
