"Day","Blank","Date","Time","Away","AwayScore","at","Home","HomeScore","OT","Notes","GameType","Box","Recap","TV"
"Fri.",NA,"9/30/2016","7:07 AT","Simon Fraser",1,"@","Alaska-Anchorage",6,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","5:07 ET","Alabama-Huntsville",2,"@","(20) Ferris State",1,"","","WC","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","Army West Point",2,"@","Colgate",2,"OT","","NC","Box","",""
"Sat.",NA,"10/1/2016","7:07 CT","(17) Michigan Tech",0,"@","(6) Minnesota-Duluth",6,"","","NC","Box","",""
"Sat.",NA,"10/1/2016","12:00 ET","Windsor",2,"@","(14) Bowling Green",3,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","Prince Edward Island",2,"@","(4) Boston University",10,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:00 ET","Québec à Trois-Rivières",4,"@","Clarkson",3,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:00 ET","QC Trois Rivieres",4,"@","Clarkson",3,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 MT","Mount Royal",1,"@","(3) Denver",4,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:00 ET","Carleton",5,"@","Holy Cross",7,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","Carleton (ON)",5,"@","Holy Cross",7,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","New Brunswick",3,"@","Merrimack",5,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","5:05 ET","Guelph",6,"@","Mercyhurst",2,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:07 CT","Regina",3,"@","(19) Minnesota State",5,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","8:05 ET","Waterloo",1,"@","Miami",8,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","3:00 ET","Western Ontario",2,"@","Niagara",1,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:00 ET","Acadia",1,"@","(15) Northeastern",3,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:30 ET","McGill",1,"@","(2) Quinnipiac",2,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","Brock",0,"@","RIT",3,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","Queen's",2,"@","Robert Morris",2,"OT","","EX","Box","",""
"Sat.",NA,"10/1/2016","2:05 ET","St. Francis Xavier",4,"@","Connecticut",3,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:00 ET","Dalhousie",5,"@","Massachusetts",7,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:07 CT","Manitoba",1,"@","(1) North Dakota",5,"","","EX","Box","","MidcoSN"
"Sat.",NA,"10/1/2016","7:05 ET","Concordia (QC)",3,"@","Vermont",2,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:07 CT","Victoria",1,"@","Wisconsin",10,"","","EX","Box","",""
"Sat.",NA,"10/1/2016","7:05 ET","Toronto",4,"@","Western Michigan",3,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","3:07 ET","Alabama-Huntsville",4,"@","(20) Ferris State",3,"","","WC","Box","Recap",""
"Sun.",NA,"10/2/2016","4:07 CT","(17) Michigan Tech",3,"@","(6) Minnesota-Duluth",4,"","","NC","Box","Recap",""
"Sun.",NA,"10/2/2016","2:30 ET","Carleton",3,"@","(5) Boston College",4,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","2:30 ET","Carleton (ON)",3,"@","(5) Boston College",4,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","5:05 ET","Guelph",6,"@","Canisius",2,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","6:07 MT","Mount Royal",0,"@","Colorado College",3,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","5:00 ET","Laurentian",3,"@","Lake Superior",3,"OT","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:00 ET","St. Francis Xavier",6,"@","Maine",5,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:05 ET","Toronto",2,"@","Michigan State",2,"OT","","EX","Box","",""
"Sun.",NA,"10/2/2016","5:05 ET","USA Under-18 Team",1,"@","(9) Notre Dame",5,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","7:07 ET","Victoria",1,"@","Northern Michigan",10,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:05 ET","Wilfrid Laurier",2,"@","Ohio State",9,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:05 ET","Acadia",0,"@","(10) Providence",3,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","1:00 ET","Queen's",0,"@","Penn State",8,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:00 ET","McGill",0,"@","Rensselaer",3,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","7:07 CT","Regina",2,"@","(7) St. Cloud State",6,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","12:00 ET","Ryerson",4,"@","Sacred Heart",7,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:00 ET","QC Trois Rivieres",1,"@","(16) St. Lawrence",4,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:00 ET","Québec à Trois-Rivières",1,"@","(16) St. Lawrence",4,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","3:07 AT","Simon Fraser",0,"@","Alaska",2,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","3:05 ET","Windsor",0,"@","(11) Michigan",2,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:00 ET","Prince Edward Island",0,"@","(8) Massachusetts-Lowell",7,"","","EX","Box","",""
"Sun.",NA,"10/2/2016","4:00 ET","New Brunswick",1,"@","New Hampshire",3,"","","EX","Box","",""
"Mon.",NA,"10/3/2016","6:05 MT","Mount Royal",1,"@","Air Force",5,"","","EX","Box","",""
"Thu.",NA,"10/6/2016","7:07 ET","Western Michigan",5,"@","(20) Ferris State",3,"","","NC","Box","",""
"Thu.",NA,"10/6/2016","7:00 ET","(16) St. Lawrence",2,"@","Penn State",4,"","","NC","Box","",""
"Thu.",NA,"10/6/2016","7:05 ET","USA Under-18 Team",2,"@","(4) Boston University",8,"","","EX","Box","",""
"Fri.",NA,"10/7/2016","7:05 ET","Sacred Heart",0,"@","Army West Point",4,"","","AH","Box","",""
"Fri.",NA,"10/7/2016","7:05 ET","Holy Cross",8,"@","Niagara",2,"","","AH","Box","",""
"Fri.",NA,"10/7/2016","7:05 ET","Robert Morris",3,"@","RIT",6,"","","AH","Box","","TWCS"
"Fri.",NA,"10/7/2016","7:07 CT","(14) Bowling Green",1,"@","Bemidji State",2,"","","WC","Box","","LPTV"
"Fri.",NA,"10/7/2016","7:07 CT","(17) Michigan Tech",1,"@","(19) Minnesota State",3,"","","WC","Box","","CharMank"
"Fri.",NA,"10/7/2016","4:35 MT","Air Force",2,"vs.","(5) Boston College",1,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:00 ET","Vermont",5,"@","Clarkson",2,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:35 MT","Ohio State",3,"@","(3) Denver",2,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:00 ET","Rensselaer",1,"@","Maine",5,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:35 ET","Arizona State",2,"@","(9) Notre Dame",9,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:07 CT","Wisconsin",2,"vs.","Northern Michigan",3,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:05 ET","Miami",3,"@","(10) Providence",4,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:00 ET","(16) St. Lawrence",6,"@","Penn State",3,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:00 ET","(15) Northeastern",2,"@","(2) Quinnipiac",2,"OT","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:07 AT","(13) Minnesota",6,"@","Alaska-Anchorage",0,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:05 ET","Alabama-Huntsville",0,"@","Connecticut",6,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:35 ET","Union",4,"@","(11) Michigan",3,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:00 ET","Colorado College",0,"@","Massachusetts",3,"","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:15 ET","(6) Minnesota-Duluth",4,"@","(8) Massachusetts-Lowell",4,"OT","","NC","Box","",""
"Fri.",NA,"10/7/2016","7:37 CT","Canisius",0,"@","(1) North Dakota",6,"","","NC","Box","","MidcoSN"
"Fri.",NA,"10/7/2016","7:05 ET","(20) Ferris State",1,"@","Western Michigan",2,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:05 ET","Holy Cross",4,"@","Niagara",4,"OT","","AH","Box","",""
"Sat.",NA,"10/8/2016","7:05 ET","Robert Morris",6,"@","RIT",5,"","","AH","Box","","TWCS"
"Sat.",NA,"10/8/2016","7:07 CT","(14) Bowling Green",1,"@","Bemidji State",4,"","","WC","Box","","LPTV"
"Sat.",NA,"10/8/2016","7:07 CT","(17) Michigan Tech",0,"@","(19) Minnesota State",4,"","","WC","Box","","CharMank"
"Sat.",NA,"10/8/2016","6:05 ET","(4) Boston University",6,"@","Colgate",1,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:00 ET","Rensselaer",2,"@","Maine",4,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:05 ET","Arizona State",2,"@","(9) Notre Dame",4,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:07 CT","Wisconsin",6,"vs.","Northern Michigan",5,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:05 ET","Miami",2,"@","(10) Providence",1,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:00 ET","(15) Northeastern",2,"@","(2) Quinnipiac",5,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:07 AT","Alaska",4,"@","Alaska-Anchorage",1,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","4:05 ET","Alabama-Huntsville",0,"@","Connecticut",4,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","5:05 ET","Union",0,"@","(11) Michigan",4,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:00 ET","Colorado College",7,"@","Massachusetts",4,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:00 ET","(6) Minnesota-Duluth",1,"@","(8) Massachusetts-Lowell",1,"OT","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:07 CT","Canisius",1,"@","(1) North Dakota",4,"","","NC","Box","","MidcoSN"
"Sat.",NA,"10/8/2016","7:00 ET","Bentley",5,"@","New Hampshire",1,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","7:05 ET","Clarkson",3,"@","Vermont",2,"","","NC","Box","",""
"Sat.",NA,"10/8/2016","4:05 MT","Ohio State",3,"vs.","Air Force",3,"OT","IceBreaker","NC","Box","",""
"Sat.",NA,"10/8/2016","7:05 MT","(5) Boston College",3,"@","(3) Denver",1,"","IceBreaker","NC","Box","",""
"Sat.",NA,"10/8/2016","7:00 ET","USA Under-18 Team",2,"@","(12) Harvard",5,"","","EX","Box","",""
"Sat.",NA,"10/8/2016","7:07 CT","Alberta",3,"@","Nebraska-Omaha",2,"","","EX","Box","",""
"Sun.",NA,"10/9/2016","4:05 ET","Sacred Heart",2,"@","Merrimack",1,"","","NC","Box","",""
"Sun.",NA,"10/9/2016","4:07 AT","(13) Minnesota",6,"vs.","Alaska",3,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:05 ET","Sacred Heart",0,"@","Army West Point",3,"","","AH","Box","",""
"Fri.",NA,"10/14/2016","7:07 ET","Alabama-Huntsville",3,"@","Michigan Tech",7,"","","WC","Box","Recap",""
"Fri.",NA,"10/14/2016","7:07 ET","Bemidji State",2,"@","Northern Michigan",0,"","","WC","Box","",""
"Fri.",NA,"10/14/2016","7:05 ET","Union",5,"@","American International",4,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:05 ZT","(18) Air Force",4,"@","Arizona State",3,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:05 ET","(16) Northeastern",1,"@","Bentley",1,"OT","","NC","Box","Recap",""
"Fri.",NA,"10/14/2016","7:07 ET","Western Michigan",4,"@","(20) Bowling Green",4,"OT","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:37 MT","(8) Massachusetts-Lowell",8,"@","Colorado College",5,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:00 ET","Merrimack",0,"@","Clarkson",4,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:05 ET","Connecticut",4,"@","Colgate",4,"OT","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:35 MT","(2) Boston University",3,"@","(10) Denver",4,"","","NC","Box","Recap","Altitude"
"Fri.",NA,"10/14/2016","7:37 ET","Michigan State",1,"@","Lake Superior",6,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:30 ET","(3) Quinnipiac",3,"@","Maine",4,"OT","","NC","Box","Recap",""
"Fri.",NA,"10/14/2016","7:05 ET","Penn State",7,"@","Mercyhurst",0,"","","NC","Box","",""
"Fri.",NA,"10/14/2016","7:07 CT","(7) St. Cloud State",1,"@","(14) Minnesota State",4,"","","NC","Box","","CharMank"
"Fri.",NA,"10/14/2016","7:00 ET","New Hampshire",2,"@","(15) St. Lawrence",6,"","","NC","Box","Recap",""
"Fri.",NA,"10/14/2016","7:07 CT","(5) Notre Dame",3,"@","(4) Minnesota-Duluth",4,"","","NC","Box","","FSN, FCS"
"Fri.",NA,"10/14/2016","7:07 CT","(6) Boston College",1,"@","Wisconsin",3,"","","NC","Box","Recap","FSW"
"Fri.",NA,"10/14/2016","4:07 AT","Nebraska-Omaha",3,"vs.","Alaska-Anchorage",1,"","Alaska Goal Rush","NC","Box","",""
"Fri.",NA,"10/14/2016","7:07 AT","Canisius",2,"@","Alaska",1,"OT","Alaska Goal Rush","NC","Box","",""
"Fri.",NA,"10/14/2016","7:00 CT","USA Under-18 Team",0,"@","(9) Minnesota",9,"","","EX","Box","",""
"Sat.",NA,"10/15/2016","7:07 ET","Alabama-Huntsville",1,"@","Michigan Tech",1,"OT","","WC","Box","",""
"Sat.",NA,"10/15/2016","7:07 ET","Bemidji State",2,"@","Northern Michigan",0,"","","WC","Box","",""
"Sat.",NA,"10/15/2016","7:07 MT","(8) Massachusetts-Lowell",4,"@","Colorado College",0,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:00 ET","New Hampshire",5,"@","Clarkson",3,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:05 MT","(2) Boston University",1,"@","(10) Denver",3,"","","NC","Box","","Altitude2"
"Sat.",NA,"10/15/2016","7:07 ET","(13) Michigan",2,"@","Ferris State",1,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:05 ET","(11) Providence",1,"@","Holy Cross",2,"OT","","NC","Box","",""
"Sat.",NA,"10/15/2016","6:07 ET","Michigan State",3,"@","Lake Superior",7,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:00 ET","(3) Quinnipiac",3,"@","Maine",2,"OT","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:07 CT","(7) St. Cloud State",4,"@","(14) Minnesota State",6,"","","NC","Box","","CharMank"
"Sat.",NA,"10/15/2016","8:05 ET","(19) Ohio State",1,"@","Miami",1,"OT","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:00 ET","Bentley",3,"@","(16) Northeastern",7,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:05 ET","Connecticut",1,"@","RIT",1,"OT","","NC","Box","","TWCS"
"Sat.",NA,"10/15/2016","2:05 ET","Union",4,"@","Sacred Heart",4,"OT","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:00 ET","Merrimack",1,"@","(15) St. Lawrence",4,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:07 CT","(5) Notre Dame",3,"@","(4) Minnesota-Duluth",1,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","7:07 CT","Rensselaer",2,"@","(1) North Dakota",5,"","","NC","Box","","MidcoSN"
"Sat.",NA,"10/15/2016","7:05 ET","(20) Bowling Green",2,"@","Western Michigan",8,"","","NC","Box","",""
"Sat.",NA,"10/15/2016","4:07 AT","Canisius",0,"vs.","Alaska-Anchorage",1,"","Alaska Goal Rush","NC","Box","",""
"Sat.",NA,"10/15/2016","7:07 AT","Nebraska-Omaha",4,"@","Alaska",3,"OT","Alaska Goal Rush","NC","Box","",""
"Sun.",NA,"10/16/2016","2:30 ZT","(18) Air Force",2,"@","Arizona State",5,"","","NC","Box","","Pac-12"
"Sun.",NA,"10/16/2016","3:07 CT","(6) Boston College",8,"@","Wisconsin",5,"","","NC","Box","","ESPNU"
"Tue.",NA,"10/18/2016","7:05 ET","Niagara",2,"@","Mercyhurst",4,"","","AH","Box","",""
"Wed.",NA,"10/19/2016","7:00 ET","Connecticut",2,"@","(4) Quinnipiac",5,"","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:05 MT","Bentley",2,"@","Air Force",5,"","","AH","Box","",""
"Fri.",NA,"10/21/2016","7:35 ET","Robert Morris",3,"@","Canisius",6,"","","AH","Box","",""
"Fri.",NA,"10/21/2016","7:07 ET","Northern Michigan",6,"@","Ferris State",4,"","","WC","Box","",""
"Fri.",NA,"10/21/2016","7:07 AT","(9) Minnesota State",7,"@","Alaska",1,"","","WC","Box","",""
"Fri.",NA,"10/21/2016","7:07 CT","Lake Superior",6,"@","Alabama-Huntsville",3,"","","WC","Box","",""
"Fri.",NA,"10/21/2016","7:00 ET","Colorado College",1,"@","(10) Boston College",4,"","","NC","Box","",""
"Fri.",NA,"10/21/2016","8:07 ET","(19) Ohio State",5,"@","Bowling Green",4,"","","NC","Box","Recap",""
"Fri.",NA,"10/21/2016","7:35 ET","Sacred Heart",0,"@","(8) Boston University",7,"","","NC","Box","Recap",""
"Fri.",NA,"10/21/2016","7:35 ET","Colgate",3,"@","Merrimack",4,"","","NC","Box","Recap",""
"Fri.",NA,"10/21/2016","7:05 ET","(6) Denver",2,"@","Michigan State",1,"","","NC","Box","Recap",""
"Fri.",NA,"10/21/2016","7:35 ET","Maine",3,"@","Miami",3,"OT","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:35 ET","Penn State",3,"@","(3) Notre Dame",3,"OT","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:00 ET","Arizona State",2,"@","(17) Northeastern",5,"","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:05 ET","Clarkson",3,"@","(15) Providence",3,"OT","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:00 ET","Niagara",3,"@","Rensselaer",3,"OT","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:00 ET","RIT",2,"@","Union",5,"","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:05 ET","American International",2,"@","Connecticut",2,"OT","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:35 ET","Michigan Tech",3,"@","(11) Michigan",4,"","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:00 ET","Army West Point",2,"@","Massachusetts",3,"","","NC","Box","",""
"Fri.",NA,"10/21/2016","7:15 ET","(12) St. Lawrence",2,"@","(5) Massachusetts-Lowell",5,"","","NC","Box","Recap",""
"Fri.",NA,"10/21/2016","8:00 CT","(14) St. Cloud State",6,"@","(7) Minnesota",5,"OT","","NC","Box","","FSN+, FCS"
"Fri.",NA,"10/21/2016","7:37 CT","(18) Bemidji State",2,"@","(1) North Dakota",3,"","","NC","Box","","MidcoSN"
"Fri.",NA,"10/21/2016","7:07 CT","Vermont",4,"@","(20) Nebraska-Omaha",4,"OT","","NC","Box","Recap","ASN, NESN"
"Fri.",NA,"10/21/2016","7:00 ET","Ontario IT",1,"@","Cornell",3,"","","EX","Box","",""
"Fri.",NA,"10/21/2016","7:07 CT","USA Under-18 Team",3,"@","Wisconsin",4,"","","EX","Box","",""
"Sat.",NA,"10/22/2016","7:05 MT","Bentley",6,"@","Air Force",1,"","","AH","Box","",""
"Sat.",NA,"10/22/2016","7:35 ET","Robert Morris",2,"@","Canisius",2,"OT","","AH","Box","",""
"Sat.",NA,"10/22/2016","7:07 ET","Northern Michigan",2,"@","Ferris State",2,"OT","Ferris State Wins Shootout 1-0","WC","Box","",""
"Sat.",NA,"10/22/2016","7:07 AT","(9) Minnesota State",2,"@","Alaska",4,"","","WC","Box","",""
"Sat.",NA,"10/22/2016","7:07 CT","Lake Superior",5,"@","Alabama-Huntsville",2,"","","WC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","(4) Quinnipiac",0,"@","(8) Boston University",3,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","(10) Boston College",6,"@","Holy Cross",1,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","Colgate",2,"@","Merrimack",5,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","5:05 ET","(6) Denver",3,"@","Michigan State",1,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","Maine",0,"@","Miami",5,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","Penn State",3,"@","(3) Notre Dame",2,"OT","","NC","Box","","NBCSN"
"Sat.",NA,"10/22/2016","7:00 ET","Arizona State",1,"@","(17) Northeastern",6,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","Bowling Green",1,"@","(19) Ohio State",6,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:05 ET","(12) St. Lawrence",3,"@","(15) Providence",6,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:00 ET","RIT",3,"@","Rensselaer",6,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:07 CT","(7) Minnesota",2,"@","(14) St. Cloud State",3,"","","NC","Box","","FSN+, FCS"
"Sat.",NA,"10/22/2016","4:00 ET","Niagara",2,"@","Union",5,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:35 ET","Michigan Tech",3,"@","(11) Michigan",3,"OT","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:00 ET","Clarkson",4,"@","(5) Massachusetts-Lowell",3,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:07 CT","(18) Bemidji State",4,"@","(1) North Dakota",5,"","","NC","Box","","MidcoSN"
"Sat.",NA,"10/22/2016","7:00 ET","Colorado College",4,"@","New Hampshire",3,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:07 CT","Vermont",5,"@","(20) Nebraska-Omaha",2,"","","NC","Box","",""
"Sat.",NA,"10/22/2016","7:00 ET","Brock",1,"@","Cornell",8,"","","EX","Box","",""
"Sat.",NA,"10/22/2016","4:05 ET","(13) Harvard",3,"@","Dartmouth",3,"","","EX","Box","",""
"Sat.",NA,"10/22/2016","7:07 CT","USA Under-18 Team",2,"@","(2) Minnesota-Duluth",1,"","","EX","Box","",""
"Sun.",NA,"10/23/2016","3:05 ET","Sacred Heart",6,"@","American International",3,"","","AH","Box","",""
"Tue.",NA,"10/25/2016","7:05 ET","(8) Boston College",2,"@","Merrimack",2,"OT","","HE","Box","",""
"Tue.",NA,"10/25/2016","7:00 ET","Massachusetts",2,"@","(6) Quinnipiac",3,"","","NC","Box","",""
"Thu.",NA,"10/27/2016","7:35 ET","Connecticut",4,"@","(7) Notre Dame",2,"","","HE","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","RIT",4,"@","Bentley",1,"","","AH","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","American International",5,"@","Mercyhurst",3,"","","AH","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","Army West Point",1,"@","Robert Morris",2,"","","AH","Box","",""
"Fri.",NA,"10/28/2016","7:00 ET","Union",4,"@","Rensselaer",1,"","","EC","Box","",""
"Fri.",NA,"10/28/2016","6:00 ET","(14) Providence",1,"@","(8) Boston College",3,"","","HE","Box","","ASN, NESN"
"Fri.",NA,"10/28/2016","7:35 ET","Connecticut",2,"@","(7) Notre Dame",6,"","","HE","Box","",""
"Fri.",NA,"10/28/2016","7:00 ET","New Hampshire",4,"@","Massachusetts",1,"","","HE","Box","",""
"Fri.",NA,"10/28/2016","7:35 MT","Western Michigan",1,"@","(3) Denver",3,"","","NT","Box","",""
"Fri.",NA,"10/28/2016","7:07 CT","(1) North Dakota",2,"@","(2) Minnesota-Duluth",5,"","","NT","Box","","FSN, FCS"
"Fri.",NA,"10/28/2016","7:07 CT","Alaska-Anchorage",1,"@","(20) Bemidji State",2,"OT","","WC","Box","","LPTV"
"Fri.",NA,"10/28/2016","7:37 ET","Alaska",2,"@","Lake Superior",3,"","","WC","Box","",""
"Fri.",NA,"10/28/2016","7:07 CT","Ferris State",2,"@","(9) Minnesota State",4,"","","WC","Box","","CharMank"
"Fri.",NA,"10/28/2016","7:07 ET","Northern Michigan",0,"@","Michigan Tech",2,"","","WC","Box","",""
"Fri.",NA,"10/28/2016","7:05 ZT","(13) Harvard",7,"@","Arizona State",0,"","","NC","Box","","Pac-12"
"Fri.",NA,"10/28/2016","7:00 ET","(12) Minnesota",4,"@","Clarkson",3,"OT","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","Maine",2,"@","Colgate",2,"OT","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","Brown",0,"@","Holy Cross",3,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","Cornell",2,"@","Merrimack",3,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","Princeton",2,"@","Michigan State",6,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:35 ET","Bowling Green",1,"@","Miami",2,"OT","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:00 ET","(15) Ohio State",10,"@","Niagara",2,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:00 ET","Canisius",1,"@","(19) Penn State",4,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:37 CT","Alabama-Huntsville",1,"@","(10) St. Cloud State",5,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:00 ET","Wisconsin",5,"@","(18) St. Lawrence",2,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:07 CT","(5) Massachusetts-Lowell",1,"@","Nebraska-Omaha",5,"","","NC","Box","",""
"Fri.",NA,"10/28/2016","7:05 ET","(11) Michigan",0,"@","Vermont",3,"","","NC","Box","",""
"Sat.",NA,"10/29/2016","7:05 ET","RIT",6,"@","Bentley",3,"","","AH","Box","Recap",""
"Sat.",NA,"10/29/2016","7:05 ET","American International",3,"@","Mercyhurst",6,"","","AH","Box","",""
"Sat.",NA,"10/29/2016","7:05 ET","Army West Point",2,"@","Robert Morris",1,"","","AH","Box","",""
"Sat.",NA,"10/29/2016","7:00 ET","Rensselaer",2,"@","Union",3,"OT","","EC","Box","",""
"Sat.",NA,"10/29/2016","7:00 ET","(8) Boston College",7,"@","Massachusetts",4,"","","HE","Box","Recap",""
"Sat.",NA,"10/29/2016","7:00 ET","Merrimack",2,"@","New Hampshire",6,"","","HE","Box","",""
"Sat.",NA,"10/29/2016","7:05 MT","Western Michigan",2,"@","(3) Denver",4,"","","NT","Box","",""
"Sat.",NA,"10/29/2016","7:07 CT","(1) North Dakota",0,"@","(2) Minnesota-Duluth",3,"","","NT","Box","","My9, MidcoSN"
"Sat.",NA,"10/29/2016","7:07 CT","Alaska-Anchorage",0,"@","(20) Bemidji State",4,"","","WC","Box","","LPTV"
"Sat.",NA,"10/29/2016","7:07 ET","Alaska",4,"@","Lake Superior",3,"OT","","WC","Box","Recap",""
