"Rk","Player","Start.Year","End.Date","Position","GP","G","A","PTS","Plus-Minus","PIM","W","L","TO","SV","GAA","Birthplace","Birth.Date","Death.Date"
"681","Ren̩ Robert","1971","1982","RW","744","284","418","702","0","597","","","","","","Trois-Rivieres","1948-12-31",""
"682","Stephane Robidas","2000","2015","D","937","57","201","258","16","713","","","","","","Sherbrooke","1977-03-03",""
"683","Earl Robinson","1929","1940","RW/C","417","83","98","181","","133","","","","","","Montreal","1907-03-11","1986-09-12"
"684","Louis Robitaille","2006","2006","LW","2","0","0","0","-1","5","","","","","","Montreal","1982-03-16",""
"685","Luc Robitaille*","1987","2006","LW","1431","668","726","1394","72","1177","","","","","","Montreal","1966-02-17",""
"686","Ernie Roche","1951","1951","D","4","0","0","0","","2","","","","","","Montreal","1930-02-04",""
"687","Leon Rochefort","1961","1976","RW","617","121","147","268","-51","93","","","","","","Cap-de-la-Madeleine","1939-05-04",""
"688","Normand Rochefort","1981","1994","D","598","39","119","158","82","570","","","","","","Trois-Rivieres","1961-01-28",""
"689","Marc Rodgers","2000","2000","RW","21","1","1","2","-3","10","","","","","","Shawville","1972-03-16",""
"690","Roberto Romano","1983","1994","G","126","0","1","1","0","6","46","63","8",".881","3.97","Montreal","1962-10-10",""
"691","Bobby Rousseau","1961","1975","RW","942","245","458","703","54","359","","","","","","Montreal","1940-07-26",""
"692","Guy Rousseau","1955","1957","LW","4","0","1","1","","0","","","","","","Montreal","1934-12-21","2016-11-23"
"693","Roland Rousseau","1953","1953","D","2","0","0","0","","0","","","","","","Montreal","1929-12-01","2010-10-13"
"694","Dominic Roussel","1992","2001","G","205","0","4","4","0","33","77","70","23",".895","3.12","Hull","1970-02-22",""
"695","Jean-Marc Routhier","1990","1990","RW","8","0","0","0","-3","9","","","","","","Quebec City","1968-02-02",""
"696","Jean-Yves Roy","1995","1998","RW","61","12","16","28","-6","26","","","","","","Longueuil","1969-02-17",""
"697","Mathieu Roy","2006","2013","D","66","2","11","13","-13","76","","","","","","St-Georges","1983-08-10",""
"698","Patrick Roy*","1985","2003","G","1029","0","45","45","0","262","551","315","131",".910","2.54","Quebec City","1965-10-05",""
"699","Stephane Roy","1988","1988","C","12","1","0","1","-6","0","","","","","","Ste-Foy","1967-06-29",""
"700","Gaetan Royer","2002","2002","RW","3","0","0","0","-1","2","","","","","","Donnacona","1976-03-13",""
"701","Remi Royer","1999","1999","D","18","0","0","0","-10","67","","","","","","Donnacona","1978-02-12",""
"702","Gino Rozzini","1945","1945","C","31","5","10","15","","20","","","","","","Shawinigan Falls","1918-10-24","1996-04-18"
"703","Dany Sabourin","2004","2009","G","57","0","1","1","0","4","18","25","4",".898","2.87","Val-d'Or","1980-09-02",""
"704","Yves Sarault","1995","2002","LW","106","10","10","20","-20","51","","","","","","Valleyfield","1972-12-23",""
"705","Dick Sarrazin","1969","1972","RW","100","20","35","55","-9","22","","","","","","St-Gabriel-de-Brandon","1946-01-22",""
"706","Bernie Saunders","1980","1981","LW","10","0","1","1","-2","8","","","","","","Montreal","1956-06-21",""
"707","Bob Sauve","1977","1989","G","420","0","14","14","0","57","182","154","54",".876","3.48","Ste-Genevieve","1955-06-17",""
"708","J.F. Sauve","1981","1987","C","290","65","138","203","3","114","","","","","","Ste-Genevieve","1960-01-23",""
"709","Yann Sauve","2011","2014","D","8","0","0","0","-4","0","","","","","","Montreal","1990-02-18",""
"710","Reggie Savage","1991","1994","C","34","5","7","12","-2","28","","","","","","Montreal","1970-05-01",""
"711","Andre Savard","1974","1985","C","790","211","271","482","114","411","","","","","","Temiscamingue","1953-02-09",""
"712","David Savard","2012","2017","D","315","27","80","107","19","198","","","","","","St. Hyacinthe","1990-10-22",""
"713","Denis Savard*","1981","1997","C","1196","473","865","1338","97","1336","","","","","","Pointe Gatineau","1961-02-04",""
"714","Jean Savard","1978","1980","C","43","7","12","19","4","29","","","","","","Verdun","1957-04-26",""
"715","Serge Savard*","1967","1983","D","1040","106","333","439","460","592","","","","","","Montreal","1946-01-22",""
"716","Marco Scandella","2011","2017","D","363","27","62","89","-11","148","","","","","","Montreal","1990-02-23",""
"717","Pierre Sevigny","1994","1998","LW","78","4","5","9","1","64","","","","","","Trois-Rivieres","1971-09-08",""
"718","Richard Sevigny","1980","1987","G","176","0","1","1","0","94","80","54","20",".867","3.21","Montreal","1957-04-11",""
"719","Daniel Shank","1990","1992","RW","77","13","14","27","-3","175","","","","","","Montreal","1967-05-12",""
"720","Scott Sharples","1992","1992","G","1","0","0","0","0","0","0","0","1",".900","3.69","Montreal","1968-03-01",""
"721","Frank Sheppard","1928","1928","C/LW","8","1","1","2","","0","","","","","","Montreal","1907-10-19",""
"722","Johnny Sheppard","1927","1934","LW","308","68","58","126","","224","","","","","","Montreal","1903-07-23","1968-08-28"
"723","Martin Simard","1991","1993","RW","44","1","5","6","-5","183","","","","","","Montreal","1966-06-25",""
"724","Bobby Simpson","1977","1983","LW","175","35","29","64","-4","98","","","","","","Caughnawaga","1956-11-17",""
"725","Reg Sinclair","1951","1953","RW/C","208","49","43","92","","139","","","","","","Lachine","1925-03-06","2013-11-14"
"726","Bob Sirois","1975","1980","RW","286","92","120","212","-53","42","","","","","","Montreal","1954-02-06",""
"727","Louis Sleigher","1980","1986","RW","194","46","53","99","23","146","","","","","","Nouvelle","1958-10-23",""
"728","Tod Sloan","1948","1961","C/RW","745","220","262","482","","831","","","","","","Pontiac","1927-11-30",""
"729","Derek Smith","1977","1983","C/LW","335","78","116","194","26","60","","","","","","Quebec City","1954-07-31",""
"730","John Smrke","1978","1980","LW","103","11","17","28","-28","33","","","","","","Chicoutimi","1956-02-25",""
"731","Bob Sneddon","1971","1971","G","5","0","0","0","0","0","0","2","0","","5.60","Montreal","1944-05-31",""
"732","Christian Soucy","1994","1994","G","1","0","0","0","0","0","0","0","0","","0.00","Gatineau","1970-09-14",""
"733","Martin St. Amour","1993","1993","LW","1","0","0","0","0","2","","","","","","Montreal","1970-01-30",""
"734","Fr̩d̩ric St. Denis","2012","2015","D","21","1","3","4","2","10","","","","","","Greenfield Park","1986-01-23",""
"735","Bruno St. Jacques","2002","2006","D","67","3","7","10","-6","47","","","","","","Montreal","1980-08-22",""
"736","Andre St. Laurent","1974","1984","C","644","129","187","316","2","749","","","","","","Rouyn","1953-02-16",""
"737","Dollard St. Laurent","1951","1962","D","652","29","133","162","","496","","","","","","Verdun","1929-05-12","2015-04-06"
"738","Sam St. Laurent","1986","1990","G","34","0","0","0","0","4","7","12","4",".886","3.51","Arvida","1959-02-16",""
"739","Martin St. Louis","1999","2015","RW","1134","391","642","1033","37","310","","","","","","Laval","1975-06-18",""
"740","Claude St. Sauveur","1976","1976","C","79","24","24","48","-6","23","","","","","","Sherbrooke","1952-01-02",""
"741","Paul Stastny","2007","2017","C","742","204","389","593","18","366","","","","","","Quebec City","1985-12-27",""
"742","Yan Stastny","2006","2010","C","91","6","10","16","-20","58","","","","","","Quebec City","1982-09-30",""
"743","Ron Stern","1988","2000","RW","638","75","86","161","-44","2077","","","","","","Ste-Agathe","1967-01-11",""
"744","Anthony Stewart","2006","2012","RW","262","27","44","71","-16","123","","","","","","LaSalle","1985-01-05",""
"745","Nels Stewart*","1926","1940","C","650","324","191","515","","953","","","","","","Montreal","1902-12-29","1957-08-21"
"746","P.J. Stock","1998","2004","C","235","5","21","26","-6","523","","","","","","Montreal","1975-05-26",""
"747","Bob Sullivan","1983","1983","LW","62","18","19","37","-17","18","","","","","","Noranda","1957-11-29",""
"748","Jean-Guy Talbot","1955","1971","D","1056","43","242","285","1","1006","","","","","","Cap-de-la-Madeleine","1932-07-11",""
"749","Maxime Talbot","2006","2016","C","704","91","113","204","-27","495","","","","","","Lemoyne","1984-02-11",""
"750","Dale Tallon","1971","1980","D","642","98","238","336","-111","568","","","","","","Noranda","1950-10-19",""
"751","Alex Tanguay","2000","2016","LW","1088","283","580","863","163","527","","","","","","Ste-Justine","1979-11-21",""
"752","Christian Tanguay","1982","1982","RW","2","0","0","0","0","0","","","","","","Beauport","1962-08-04",""
"753","Marc Tardif","1970","1983","LW","517","194","207","401","26","443","","","","","","Granby","1949-06-12",""
"754","Patrice Tardif","1995","1996","C","65","7","11","18","-7","78","","","","","","Thetford Mines","1970-10-30",""
"755","Jose Theodore","1996","2013","G","648","1","16","17","0","40","286","254","69",".909","2.68","Laval","1976-09-13",""
"756","Gaston Therrien","1981","1983","D","22","0","8","8","-3","12","","","","","","Montreal","1960-05-27",""
"757","Gilles Thibaudeau","1987","1991","C","119","25","37","62","17","40","","","","","","Montreal","1963-03-04",""
"758","Jocelyn Thibault","1994","2008","G","586","0","6","6","0","18","238","238","75",".904","2.75","Montreal","1975-01-12",""
"759","Fred Thurier","1941","1945","C","80","25","27","52","","18","","","","","","Granby","1916-01-11","1999-11-20"
"760","Mario Thyer","1990","1990","C","5","0","0","0","-3","0","","","","","","Montreal","1966-09-29",""
"761","Glenn Tomalty","1980","1980","LW","1","0","0","0","0","0","","","","","","Lachute","1954-07-23",""
"762","Josh Tordjman","2009","2009","G","2","0","0","0","0","0","0","2","0",".871","4.07","Montreal","1985-01-11",""
"763","Jacques Toupin","1944","1944","RW","8","1","2","3","","0","","","","","","Trois-Rivieres","1910-11-10","1987-02-17"
"764","Patrick Traverse","1996","2006","D","279","14","51","65","2","113","","","","","","Montreal","1974-03-14",""
"765","Gilles Tremblay","1961","1969","LW","509","168","162","330","43","161","","","","","","Montmorency","1938-12-17","2014-11-26"
"766","J.C. Tremblay","1960","1972","D","794","57","306","363","130","204","","","","","","Bagotville","1939-01-22","1994-12-07"
"767","Mario Tremblay","1975","1986","RW","852","258","326","584","184","1043","","","","","","Montreal","1956-09-02",""
"768","Nils Tremblay","1945","1946","C","3","0","1","1","","0","","","","","","Matane","1923-07-26",""
"769","Vincent Tremblay","1980","1984","G","58","0","2","2","0","4","12","26","8",".831","4.80","Quebec City","1959-10-21",""
"770","Yannick Tremblay","1997","2007","D","390","38","87","125","-119","178","","","","","","Pointe-aux-Trembles","1975-11-15",""
"771","Pascal Trepanier","1998","2003","D","229","12","22","34","-8","252","","","","","","Gaspe","1973-09-04",""
"772","Guy Trottier","1969","1972","RW","115","28","17","45","-24","37","","","","","","Hull","1941-04-01","2014-06-19"
"773","Pierre Turgeon","1988","2007","C","1294","515","812","1327","139","452","","","","","","Rouyn","1969-08-28",""
"774","Sylvain Turgeon","1984","1995","LW","669","269","226","495","-108","691","","","","","","Noranda","1965-01-17",""
"775","Ian Turnbull","1974","1983","D","628","123","317","440","29","736","","","","","","Montreal","1953-12-22",""
"776","Nick Vachon","1997","1997","C","1","0","0","0","-1","0","","","","","","Montreal","1972-07-20",""
"777","Rogie Vachon*","1967","1982","G","795","0","10","10","0","47","355","291","127","","2.99","Palmarolle","1945-09-08",""
"778","Carol Vadnais","1967","1983","D","1087","169","418","587","-62","1813","","","","","","Montreal","1945-09-25","2014-08-31"
"779","Moose Vasko","1957","1970","D","786","34","166","200","-55","719","","","","","","Duparquet","1935-12-11","1998-10-30"
"780","Stephane Veilleux","2003","2015","LW","506","50","56","106","-64","348","","","","","","Beauceville","1981-11-16",""
"781","Randy Velischek","1983","1992","D","509","21","76","97","-68","401","","","","","","Montreal","1962-02-10",""
"782","Antoine Vermette","2004","2017","C","972","219","274","493","-48","582","","","","","","St. Agapit","1982-07-20",""
"783","Claude Verret","1984","1985","C","14","2","5","7","-5","2","","","","","","Lachine","1963-04-20",""
"784","Georges Vezina*","1918","1926","G","190","0","0","0","","2","103","81","5","","3.28","Chicoutimi","1887-01-21","1926-03-27"
"785","Alain Vigneault","1982","1983","D","42","2","5","7","-5","82","","","","","","Quebec City","1961-05-14",""
"786","Gilles Villemure","1964","1977","G","205","0","2","2","0","10","100","64","29","","2.81","Trois-Rivieres","1940-05-30",""
"787","Dan Vincelette","1988","1992","LW","193","20","22","42","-47","351","","","","","","Verdun","1967-08-01",""
"788","Marc-Edouard Vlasic","2007","2017","D","804","52","196","248","127","348","","","","","","Montreal","1987-03-30",""
"789","Jimmy Waite","1989","1999","G","106","0","1","1","0","10","28","41","12",".871","3.35","Sherbrooke","1969-04-15",""
"790","Ben Walter","2006","2010","C","24","1","0","1","-1","6","","","","","","Beaconsfield","1984-05-11",""
"791","Jim Watson","1964","1972","D","221","4","19","23","-84","345","","","","","","Malartic","1943-06-28",""
"792","Phil Watson","1936","1948","RW/C","590","144","265","409","","532","","","","","","Montreal","1914-04-24","1991-02-01"
"793","Wally Weir","1980","1985","D","320","21","45","66","-24","625","","","","","","Verdun","1954-06-03",""
"794","Moe White","1946","1946","LW/C","4","0","1","1","","2","","","","","","Verdun","1919-07-28",""
"795","Peter White","1994","2004","C","220","23","37","60","-19","36","","","","","","Montreal","1969-03-15",""
"796","Archie Wilcox","1930","1935","RW/D","208","8","14","22","","158","","","","","","Montreal","1903-05-09","1993-08-27"
"797","Derek Wilkinson","1996","1999","G","22","0","0","0","0","2","3","12","3",".874","3.67","LaSalle","1974-07-29",""
"798","Bernie Wolfe","1976","1979","G","120","0","1","1","0","17","20","61","21","","4.17","Montreal","1951-12-18",""
"799","Peter Worrell","1998","2004","LW","391","19","27","46","-48","1554","","","","","","Pierrefonds","1977-08-18",""
"800","Gump Worsley*","1953","1974","G","861","0","3","3","0","145","335","352","150","","2.88","Montreal","1929-05-14","2007-01-26"
"801","Ross Yates","1984","1984","C","7","1","1","2","0","4","","","","","","Montreal","1959-06-18",""
"802","Matthew Yeats","2004","2004","G","5","0","0","0","0","2","1","3","0",".908","3.02","Montreal","1979-04-06",""
"803","Larry Zeidel","1952","1969","D","158","3","16","19","9","198","","","","","","Montreal","1928-06-01","2014-06-17"
"804","Rob Zettler","1989","2002","D","569","5","65","70","-121","920","","","","","","Sept-Iles","1968-03-08",""
